;;;;
Förnamn och antal bärare för folkbokförda kvinnor 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
SHIWAN;3;;;
SHIWANA;2;;;
SHIWANI;2;;;
SHIWEI;2;;;
SHIWEN;5;;;
SHIXIA;3;;;
SHIXIANG;3;;;
SHIXIN;3;;;
SHIXUAN;3;;;
SHIYAMALA;2;;;
SHIYANG;3;;;
SHIYAO;8;;;
SHIYI;6;;;
SHIYIN;3;;;
SHIYING;6;;;
SHIYU;9;;;
SHIYUAN;4;;;
SHIYUN;3;;;
SHIZA;9;;;
SHIZUE;3;;;
SHIZUKA;9;;;
SHIZUKO;5;;;
SHKAR;3;;;
SHKENDIE;5;;;
SHKENDIJE;20;;;
SHKHAIR;2;;;
SHKOFA;5;;;
SHKRIA;2;;;
SHKUR;3;;;
SHKURTA;33;;;
SHKURTE;94;;;
SHKURTESA;3;;;
SHKURTË;2;;;
SHKËNDIE;2;;;
SHLAIMON;5;;;
SHLAIR;8;;;
SHLAKA;2;;;
SHLAYMOON;4;;;
SHLEAR;4;;;
SHLEMON;13;;;
SHLEMOON;2;;;
SHLER;50;;;
SHLERA;2;;;
SHLIMON;3;;;
SHLIR;4;;;
SHLK;2;;;
SHLOKA;2;;;
SHLOMIT;5;;;
SHLOVA;3;;;
SHLUVA;2;;;
SHMAHAMED;2;;;
SHMAIL;2;;;
SHMAIRAN;2;;;
SHMENDI;3;;;
SHMERAN;3;;;
SHMIRAN;3;;;
SHMOEL;3;;;
SHMONE;3;;;
SHMONI;24;;;
SHMOON;2;;;
SHMOUEL;2;;;
SHMOUNI;5;;;
SHMSA;2;;;
SHMUNI;5;;;
SHNA;34;;;
SHNAH;5;;;
SHNAIN;2;;;
SHNAISHEL;2;;;
SHNAS;2;;;
SHNAWA;8;;;
SHNE;4;;;
SHNIA;3;;;
SHNIAR;5;;;
SHNO;40;;;
SHNOW;2;;;
SHNYA;4;;;
SHNYAR;2;;;
SHNÅ;2;;;
SHOAA;4;;;
SHOAIB;6;;;
SHOALE;2;;;
SHOALEH;2;;;
SHOBA;18;;;
SHOBAN;2;;;
SHOBANA;6;;;
SHOBAYE;2;;;
SHOBHA;17;;;
SHOBHANA;3;;;
SHOBHARANI;2;;;
SHOBINA;2;;;
SHOBNA;2;;;
SHOBO;2;;;
SHODIYA;3;;;
SHODIYONA;3;;;
SHOG;3;;;
SHOGHER;2;;;
SHOGHIG;4;;;
SHOGHIK;3;;;
SHOGOFA;18;;;
SHOGUFA;6;;;
SHOHANA;2;;;
SHOHIDA;3;;;
SHOHISTA;3;;;
SHOHRA;4;;;
SHOHRE;6;;;
SHOHREH;92;;;
SHOIPE;2;;;
SHOIRA;3;;;
SHOISTA;2;;;
SHOKA;5;;;
SHOKAN;5;;;
SHOKAT;9;;;
SHOKER;4;;;
SHOKH;3;;;
SHOKHA;3;;;
SHOKHAN;59;;;
SHOKHI;2;;;
SHOKHIDA;4;;;
SHOKHISTA;5;;;
SHOKHSANAM;4;;;
SHOKIRAKHON;2;;;
SHOKIROVNA;3;;;
SHOKO;6;;;
SHOKOFA;5;;;
SHOKOFAH;2;;;
SHOKOFE;3;;;
SHOKOFEH;17;;;
SHOKOH;10;;;
SHOKOOFE;2;;;
SHOKOOFEH;9;;;
SHOKOOH;8;;;
SHOKOR;2;;;
SHOKOUFA;5;;;
SHOKOUFEH;25;;;
SHOKOUH;9;;;
SHOKR;2;;;
SHOKRAN;7;;;
SHOKRANEH;2;;;
SHOKRI;10;;;
SHOKRIA;47;;;
SHOKRIE;2;;;
SHOKRIEH;10;;;
SHOKRIYA;6;;;
SHOKRIYAH;2;;;
SHOKRIYE;4;;;
SHOKRIYEH;3;;;
SHOKRY;4;;;
SHOKRYA;4;;;
SHOKUFA;3;;;
SHOKUFEH;2;;;
SHOLA;10;;;
SHOLE;4;;;
SHOLEH;28;;;
SHOLLE;3;;;
SHOLPAN;2;;;
SHOMA;6;;;
SHOMAILA;3;;;
SHOMI;2;;;
SHOMON;2;;;
SHOMOOS;2;;;
SHONA;22;;;
SHONALI;4;;;
SHONAM;2;;;
SHONE;3;;;
SHONI;3;;;
SHONNA;2;;;
SHOOKA;2;;;
SHOONI;2;;;
SHOPNA;3;;;
SHORA;7;;;
SHORASH;13;;;
SHOREH;3;;;
SHORENA;6;;;
SHORESH;9;;;
SHORISH;4;;;
SHORMI;2;;;
SHORNA;2;;;
SHOROK;11;;;
SHOROOQ;2;;;
SHOROQ;7;;;
SHOROUK;9;;;
SHOROUQ;7;;;
SHORSH;4;;;
SHOSHAN;10;;;
SHOSHANA;14;;;
SHOSHANNA;3;;;
SHOTE;2;;;
SHOUG;3;;;
SHOUK;3;;;
SHOUKAT;3;;;
SHOUKRI;5;;;
SHOUKRIA;4;;;
SHOUKRY;2;;;
SHOUQ;4;;;
SHOURESH;2;;;
SHOUSHAN;2;;;
SHOVA;4;;;
SHOVITA;2;;;
SHOWA;2;;;
SHOWAN;2;;;
SHOWIT;3;;;
SHOWKAT;5;;;
SHOXAN;3;;;
SHOYEB;3;;;
SHPETIME;4;;;
SHPRESA;169;;;
SHPRESE;7;;;
SHQIPDONA;9;;;
SHQIPE;182;;;
SHQIPONJA;21;;;
SHQIPONJE;15;;;
SHQIPONJË;2;;;
SHRABANI;3;;;
SHRABANTI;2;;;
SHRABONI;2;;;
SHRADDHA;28;;;
SHRADHA;14;;;
SHRADHANJALI;3;;;
SHRAIDA;2;;;
SHRAVANI;2;;;
SHRAVANTHI;2;;;
SHRAVANTHIKA;2;;;
SHRAVYA;7;;;
SHREE;29;;;
SHREEF;2;;;
SHREEJA;5;;;
SHREEKANT;2;;;
SHREEN;8;;;
SHREENIKA;2;;;
SHREETI;2;;;
SHREEYA;9;;;
SHREN;2;;;
SHRESHTA;2;;;
SHRESTHA;3;;;
SHREYA;66;;;
SHREYANSHI;3;;;
SHREYASI;3;;;
SHRI;4;;;
SHRIDEVI;4;;;
SHRIDHAR;4;;;
SHRIFA;2;;;
SHRIHAN;2;;;
SHRIHITHA;2;;;
SHRIJA;3;;;
SHRIKANT;5;;;
SHRIKRISHNA;4;;;
SHRIN;10;;;
SHRINIKA;5;;;
SHRIPATI;2;;;
SHRIRAM;3;;;
SHRISHTI;4;;;
SHRISTI;4;;;
SHRITA;2;;;
SHRITAMA;2;;;
SHRITI;3;;;
SHRIVAN;2;;;
SHRIVASTAVA;2;;;
SHRIYA;13;;;
SHROK;3;;;
SHROOK;6;;;
SHROOQ;2;;;
SHROUK;6;;;
SHROUQ;5;;;
SHRSHAB;3;;;
SHRUQ;2;;;
SHRUTHI;39;;;
SHRUTHIKA;2;;;
SHRUTHY;2;;;
SHRUTI;61;;;
SHRUTIKA;2;;;
SHSHAY;4;;;
SHU;53;;;
SHU-CHIN;2;;;
SHU-CHING;3;;;
SHU-CHUAN;3;;;
SHU-FEN;3;;;
SHU-HUI;2;;;
SHU-LING;3;;;
SHU-PING;5;;;
SHU-YEN;2;;;
SHU-YING;2;;;
SHU-YU;2;;;
SHU-YUAN;4;;;
SHUAA;6;;;
SHUAI;8;;;
SHUAIB;6;;;
SHUAIP;3;;;
SHUAN;4;;;
SHUANG;46;;;
SHUANGHONG;2;;;
SHUANGJIE;2;;;
SHUANGLI;2;;;
SHUANGSHUANG;3;;;
SHUANGYAN;2;;;
SHUANGYI;2;;;
SHUAYB;2;;;
SHUBA;4;;;
SHUBBAR;5;;;
SHUBHA;7;;;
SHUBHADA;2;;;
SHUBHANGI;18;;;
SHUBHI;3;;;
SHUBHRA;7;;;
SHUC;3;;;
SHUCAYB;2;;;
SHUCHITA;4;;;
SHUDI;3;;;
SHUE;2;;;
SHUEB;4;;;
SHUEN;4;;;
SHUET;4;;;
SHUEYB;4;;;
SHUFAN;3;;;
SHUFANG;2;;;
SHUFEN;5;;;
SHUGHLA;5;;;
SHUGOFA;8;;;
SHUGRI;54;;;
SHUGUFA;5;;;
SHUGUFTA;2;;;
SHUHAD;3;;;
SHUHADA;2;;;
SHUHAN;10;;;
SHUHD;9;;;
SHUHONG;4;;;
SHUHRA;2;;;
SHUHRETE;4;;;
SHUHUA;4;;;
SHUHUI;3;;;
SHUI;15;;;
SHUIYING;3;;;
SHUJIE;8;;;
SHUJING;6;;;
SHUJUAN;3;;;
SHUJUN;4;;;
SHUK;12;;;
SHUK-YU;2;;;
SHUKE;4;;;
SHUKER;3;;;
SHUKLA;5;;;
SHUKRA;2;;;
SHUKRAN;11;;;
SHUKRANE;2;;;
SHUKRANI;3;;;
SHUKRI;618;;;
SHUKRIA;94;;;
SHUKRIE;15;;;
SHUKRIEH;3;;;
SHUKRIJE;62;;;
SHUKRIYA;11;;;
SHUKRIYAH;8;;;
SHUKRIYE;4;;;
SHUKRONA;3;;;
SHUKRYA;2;;;
SHUKUFEH;2;;;
SHUKUR;20;;;
SHUKURANI;2;;;
SHUKURI;2;;;
SHUKURIA;3;;;
SHUKURU;2;;;
SHULA;3;;;
SHULAMIT;7;;;
SHULING;3;;;
SHUMAILA;32;;;
SHUMANA;2;;;
SHUMEI;2;;;
SHUMET;2;;;
SHUMI;5;;;
SHUMILA;2;;;
SHUMIN;4;;;
SHUN;11;;;
SHUNA;2;;;
SHUNASHY;2;;;
SHUNING;2;;;
SHUNSHUN;2;;;
SHUNYU;2;;;
SHUO;10;;;
SHUPING;5;;;
SHUQI;5;;;
SHUQIAO;3;;;
SHUQIN;4;;;
SHUQING;7;;;
SHUQIU;2;;;
SHUQRI;3;;;
SHURENTSETSEG;4;;;
SHURIYE;10;;;
SHURMA;2;;;
SHUROK;3;;;
SHURONG;4;;;
SHUROOQ;22;;;
SHUROQ;2;;;
SHUROUK;15;;;
SHUROUQ;5;;;
SHURUK;2;;;
SHURUQ;4;;;
SHUSHAN;26;;;
SHUSHANIK;5;;;
SHUSHILA;2;;;
SHUSHU;5;;;
SHUTA;2;;;
SHUTIMA;3;;;
SHUTING;3;;;
SHUUDER;3;;;
SHUVRA;4;;;
SHUWAN;3;;;
SHUWEN;7;;;
SHUXIA;2;;;
SHUXIAN;3;;;
SHUXIN;5;;;
SHUYA;6;;;
SHUYAN;5;;;
SHUYANG;3;;;
SHUYAO;4;;;
SHUYI;19;;;
SHUYING;3;;;
SHUYU;4;;;
SHUYUAN;3;;;
SHUYUE;4;;;
SHUYUN;5;;;
SHUZHEN;3;;;
SHUZHI;2;;;
SHVAN;2;;;
SHVETA;4;;;
SHWA;2;;;
SHWAN;41;;;
SHWANA;2;;;
SHWAYNESH;2;;;
SHWAYYEA;2;;;
SHWE;6;;;
SHWETA;79;;;
SHWETHA;15;;;
SHWU;4;;;
SHY;4;;;
SHYAA;2;;;
SHYAM;3;;;
SHYAMA;15;;;
SHYAMALA;5;;;
SHYAMALEE;5;;;
SHYAMALI;12;;;
SHYAMALIE;7;;;
SHYAMOLI;2;;;
SHYAN;4;;;
SHYAW;2;;;
SHYHRET;2;;;
SHYHRETE;44;;;
SHYLA;6;;;
SHYLAJA;3;;;
SHYLET;2;;;
SHYMA;3;;;
SHYNE;4;;;
SHYQERIJE;3;;;
SHYRETE;13;;;
SHYRIN;2;;;
SHYUKRI;2;;;
SHÉRIN;2;;;
SI;72;;;
SIA;292;;;
SIAD;10;;;
SIAH;3;;;
SIAM;10;;;
SIAMA;3;;;
SIAMAND;2;;;
SIAN;55;;;
SIANA;19;;;
SIANDRA;3;;;
SIANG;6;;;
SIANI;2;;;
SIANNA;7;;;
SIAO;2;;;
SIARA;14;;;
SIBA;77;;;
SIBAL;7;;;
SIBAN;2;;;
SIBAR;13;;;
SIBBA;4;;;
SIBEL;475;;;
SIBELA;26;;;
SIBELCAN;2;;;
SIBELDJAN;4;;;
SIBELL;46;;;
SIBELLA;12;;;
SIBELLE;107;;;
SIBELY;3;;;
SIBER;11;;;
SIBGHA;2;;;
SIBHATLAB;4;;;
SIBHATU;3;;;
SIBIA;2;;;
SIBIL;2;;;
SIBILA;3;;;
SIBILLE;4;;;
SIBIRKA;2;;;
SIBONGILE;11;;;
SIBORA;16;;;
SIBRITT;4;;;
SIBY;2;;;
SIBYL;101;;;
SIBYLA;3;;;
SIBYLL;23;;;
SIBYLLA;927;;;
SIBYLLE;57;;;
SIBÜL;3;;;
SICA;2;;;
SICERÉ;2;;;
SICHA;2;;;
SICHANA;2;;;
SICHAO;3;;;
SICID;3;;;
SICIDO;2;;;
SICIID;15;;;
SICILIA;22;;;
SICILIE;3;;;
SICILLIA;2;;;
SICILY;3;;;
SICKAN;285;;;
SID;16;;;
SID-ALI;6;;;
SIDA;26;;;
SIDAHMED;2;;;
SIDAL;5;;;
SIDALI;3;;;
SIDAPHON;2;;;
SIDAPORN;2;;;
SIDAR;15;;;
SIDASIH;3;;;
SIDBELA;2;;;
SIDDEG;2;;;
SIDDHARTH;2;;;
SIDDHESH;2;;;
SIDDHI;7;;;
SIDDIG;9;;;
SIDDIKA;12;;;
SIDDIQ;4;;;
SIDDIQA;12;;;
SIDDIQUA;6;;;
SIDDIQUE;2;;;
SIDDRA;4;;;
SIDDY;2;;;
SIDE;5;;;
SIDEA;2;;;
SIDEEG;3;;;
SIDELYA;3;;;
SIDEQA;2;;;
SIDEY;4;;;
SIDHANT;3;;;
SIDHI;3;;;
SIDI;11;;;
SIDIANE;2;;;
SIDIGHA;2;;;
SIDIK;5;;;
SIDIKA;37;;;
SIDIQ;13;;;
SIDIQA;15;;;
SIDIQE;2;;;
SIDNEY;66;;;
SIDNIE;3;;;
SIDNY;2;;;
SIDO;2;;;
SIDON;11;;;
SIDONA;72;;;
SIDONIA;19;;;
SIDONIE;25;;;
SIDORA;3;;;
SIDORELA;13;;;
SIDOW;5;;;
SIDQI;4;;;
SIDRA;730;;;
SIDRAH;29;;;
SIDRAT;5;;;
SIDRATUL;9;;;
SIDRATULMUNTAHA;2;;;
SIDRE;2;;;
SIDSE;3;;;
SIDSEL;66;;;
SIDU;2;;;
SIDURI;2;;;
SIE;17;;;
SIEBRANDA;2;;;
SIED;15;;;
SIEDA;10;;;
SIEDEH;2;;;
SIEDI;7;;;
SIEF;2;;;
SIEGFRIEDE;2;;;
SIEGLIND;2;;;
SIEGLINDE;88;;;
SIEGRID;19;;;
SIEGRUN;4;;;
SIELE;4;;;
SIEMA;4;;;
SIEMONA;2;;;
SIEN;5;;;
SIENA;30;;;
SIENG;3;;;
SIENNA;364;;;
SIERA;9;;;
SIERRA;57;;;
SIETSKE;6;;;
SIEU;8;;;
SIEUN;4;;;
SIEVÄ;5;;;
SIEW;27;;;
SIF;343;;;
SIFA;40;;;
SIFAAN;2;;;
SIFAN;16;;;
SIFAT;5;;;
SIFEI;2;;;
SIFEN;3;;;
SIFETA;7;;;
SIFF;3;;;
SIFI;6;;;
SIFORA;9;;;
SIFRA;3;;;
SIG;7;;;
SIG-BRITH;3;;;
SIG-BRITT;269;;;
SIG-MARI;3;;;
SIGA;14;;;
SIGALIT;3;;;
SIGBJÖRG;2;;;
SIGBRIT;119;;;
SIGBRITH;13;;;
SIGBRITT;1 213;;;
SIGEN;2;;;
SIGEREDA;2;;;
SIGERUD;2;;;
SIGETTY;3;;;
SIGFRID;6;;;
SIGFRIDA;10;;;
SIGFRIDS;25;;;
SIGFRIDSDOTTER;20;;;
SIGFUSDOTTIR;2;;;
SIGGA;17;;;
SIGGAN;3;;;
SIGGE;25;;;
SIGGELA;2;;;
SIGGELINA;3;;;
SIGGESDOTTER;5;;;
SIGGIE;2;;;
SIGGY;7;;;
SIGHILD;4;;;
SIGHNI;2;;;
SIGI;3;;;
SIGITA;38;;;
SIGLIND;3;;;
SIGLINDE;20;;;
SIGLINN;3;;;
SIGMA;6;;;
SIGMARSDOTTER;2;;;
SIGMOR;2;;;
SIGNA;10;;;
SIGNBRITT;4;;;
SIGNE;22 341;;;
SIGNE LO;2;;;
SIGNE-BRITT;9;;;
SIGNE-BRITTA;2;;;
SIGNE-LILL;3;;;
SIGNE-LIV;2;;;
SIGNE-MARIA;3;;;
SIGNE-MARIE;5;;;
SIGNEA;2;;;
SIGNEBORG;2;;;
SIGNELIA;3;;;
SIGNELILL;4;;;
SIGNESDOTTER;2;;;
SIGNETA;2;;;
SIGNHILD;1 027;;;
SIGNI;5;;;
SIGNIJA;3;;;
SIGNIL;2;;;
SIGNILD;296;;;
SIGNITA;2;;;
SIGNORA;27;;;
SIGNVOR;4;;;
SIGNY;45;;;
SIGNÉ;2;;;
SIGNÝ;6;;;
SIGOURNEY;3;;;
SIGRI;7;;;
SIGRID;15 514;;;
SIGRID-MARIA;2;;;
SIGRIDH;5;;;
SIGRIDSDOTTER;3;;;
SIGRIDUR;83;;;
SIGRIN;3;;;
SIGRIÐUR;2;;;
SIGRUN;248;;;
SIGRUND;12;;;
SIGRUNN;13;;;
SIGRUNSDOTTER;4;;;
SIGRÍDUR;13;;;
SIGRÍÐUR;3;;;
SIGRÚN;30;;;
SIGUN;172;;;
SIGUND;5;;;
SIGUNN;6;;;
SIGURBJÖRG;15;;;
SIGURBORG;2;;;
SIGURD;2;;;
SIGURDARDOTTIR;2;;;
SIGURDIS;2;;;
SIGURDSDOTTER;76;;;
SIGURLAUG;11;;;
SIGURLIN;2;;;
SIGURLINA;3;;;
SIGURROS;7;;;
SIGURRÓS;4;;;
SIGURVEIG;4;;;
SIGUTE;6;;;
SIGVALDSDOTTER;4;;;
SIGVARDSDOTTER;70;;;
SIGVOR;33;;;
SIGWIDSDOTTER;2;;;
SIGYN;228;;;
SIGYNSDOTTER;2;;;
SIH;3;;;
SIHAAM;104;;;
SIHAM;818;;;
SIHAMA;3;;;
SIHAME;3;;;
SIHAN;17;;;
SIHANA;10;;;
SIHANNA;2;;;
SIHANSA;2;;;
SIHEJLA;2;;;
SIHEM;45;;;
SIHIN;3;;;
SIHONG;2;;;
SIIA;2;;;
SIID;15;;;
SIIDCALI;3;;;
SIIDI;2;;;
SIIDOW;4;;;
SIIFAN;2;;;
SIIG;6;;;
SIIHAM;2;;;
SIIKRI;2;;;
SIILEG;2;;;
SIILEN;8;;;
SIIME;3;;;
SIINA;11;;;
SIIRI;238;;;
SIIW;2;;;
SIJA;7;;;
SIJANA;2;;;
SIJI;3;;;
SIJIA;14;;;
SIJIN;3;;;
SIJING;4;;;
SIJKE;2;;;
SIK;4;;;
SIKA;11;;;
SIKANDAR;5;;;
SIKANDER;3;;;
SIKAR;2;;;
SIKDER;2;;;
SIKHA;4;;;
SIKINA;2;;;
SIKITU;2;;;
SIKKA;5;;;
SIKNA;2;;;
SIKUJUA;2;;;
SIL;21;;;
SILA;231;;;
SILAF;2;;;
SILAN;52;;;
SILAS;16;;;
SILASDOTTER;2;;;
SILAV;19;;;
SILAVA;2;;;
SILBER;2;;;
SILDA;15;;;
SILE;2;;;
SILEA;2;;;
SILEEN;12;;;
SILEN;4;;;
SILENA;7;;;
SILENCE;4;;;
SILENE;10;;;
SILESHI;4;;;
SILFA;12;;;
SILFANA;2;;;
SILFVER;2;;;
SILI;2;;;
SILIA;5;;;
SILIN;58;;;
SILINA;41;;;
SILIVA;4;;;
SILIVIA;4;;;
SILJA;330;;;
SILJE;509;;;
SILJE MARIE;2;;;
SILKA;7;;;
SILKE;218;;;
SILKY;4;;;
SILLA;22;;;
SILLE;12;;;
SILLUF;3;;;
SILMA;8;;;
SILMAR;3;;;
SILMARA;2;;;
SILO;13;;;
SILOAM;2;;;
SILPA;10;;;
SILSA;2;;;
SILSILA;5;;;
SILVA;845;;;
SILVAN;28;;;
SILVANA;680;;;
SILVANIA;4;;;
SILVE;8;;;
SILVENA;3;;;
SILVER;31;;;
SILVERIA;5;;;
SILVERLI;2;;;
SILVESTRA;4;;;
SILVETA;2;;;
SILVETTE;2;;;
SILVI;56;;;
SILVIA;1 714;;;
SILVIA-ADRIANA;2;;;
SILVIANA;2;;;
SILVIE;17;;;
SILVIJA;134;;;
SILVIN;2;;;
SILVINA;20;;;
SILVINE;2;;;
SILVIRIA;8;;;
SILVIYA;27;;;
SILVY;27;;;
SILVYA;4;;;
SILVÍA;2;;;
SILWA;26;;;
SILWANA;2;;;
SILWIA;6;;;
SILYA;4;;;
SIM;20;;;
SIMA;538;;;
SIMAA;8;;;
SIMADRA;10;;;
SIMAF;8;;;
SIMAH;4;;;
SIMAL;3;;;
SIMAN;39;;;
SIMANDA;2;;;
SIMANDRA;4;;;
SIMANE;5;;;
SIMAO;2;;;
SIMAR;4;;;
SIMARJEET;3;;;
SIMARJIT;3;;;
SIMARPREET;3;;;
SIMAT;15;;;
SIMAV;29;;;
SIMAVA;2;;;
SIMAY;21;;;
SIMAZ;5;;;
SIMAZA;2;;;
SIMBA;8;;;
SIMBI;5;;;
SIMBIAT;2;;;
SIMBILA;2;;;
SIMBILJE;2;;;
SIMBISAI;2;;;
SIMCHA;3;;;
SIME;2;;;
SIMEEN;2;;;
SIMEGN;2;;;
SIMEGNISH;2;;;
SIMEL;26;;;
SIMELA;18;;;
SIMELI;6;;;
SIMELIA;3;;;
SIMELINA;2;;;
SIMELL;2;;;
SIMELLA;8;;;
SIMELLE;3;;;
SIMELLI;2;;;
SIMEN;3;;;
SIMEONA;3;;;
SIMEONOVA;15;;;
SIMER;3;;;
SIMERT;2;;;
SIMES;5;;;
SIMET;6;;;
SIMGE;6;;;
SIMI;13;;;
SIMICA;3;;;
SIMIDRA;2;;;
SIMIKKA;3;;;
SIMIL;13;;;
SIMILAN;3;;;
SIMILI;2;;;
SIMILIA;3;;;
SIMILY;3;;;
SIMIN;171;;;
SIMINA;21;;;
SIMINDOKHT;6;;;
SIMINE;5;;;
SIMING;2;;;
SIMINTAJ;2;;;
SIMKA;3;;;
SIMLA;6;;;
SIMMA;2;;;
SIMMAN;2;;;
SIMMI;5;;;
SIMNA;2;;;
SIMO;5;;;
SIMON;140;;;
SIMONA;1 055;;;
SIMONA-ELENA;4;;;
SIMONA-MARIA;4;;;
SIMONA-MIHAELA;3;;;
SIMONDA;2;;;
SIMONE;3 514;;;
SIMONETA;2;;;
SIMONETT;2;;;
SIMONETTA;33;;;
SIMONETTE;21;;;
SIMONI;5;;;
SIMONIA;3;;;
SIMONIDA;5;;;
SIMONIE;2;;;
SIMONNE;32;;;
SIMONNÉ;2;;;
SIMONSDOTTER;38;;;
SIMONSDOTTÍR;2;;;
SIMONSEN;6;;;
SIMONSON;2;;;
SIMONY;3;;;
SIMONÈ;2;;;
SIMONÉ;57;;;
SIMOUNA;2;;;
SIMOVA;2;;;
SIMPSON;2;;;
SIMRA;13;;;
SIMRAAN;2;;;
SIMRAH;11;;;
SIMRAN;56;;;
SIMRANJEET;4;;;
SIMRANJIT;4;;;
SIMRANPREET;4;;;
SIMRAT;9;;;
SIMRET;110;;;
SIMRI;2;;;
SIMRIT;2;;;
SIMRITI;2;;;
SIMSEK;3;;;
SIMUNI;15;;;
SIMÅNE;8;;;
SIMÓNE;3;;;
SIN;42;;;
SINA;141;;;
SINAA;6;;;
SINAI;5;;;
SINAIDA;8;;;
SINAM;8;;;
SINAMIS;2;;;
SINAN;37;;;
SINANDA;4;;;
SINAR;2;;;
SINAT;3;;;
SINATH;2;;;
SINATRA;3;;;
SINAVERA;3;;;
SINAVERE;4;;;
SINCHANA;3;;;
SINCLAIR;10;;;
SIND;3;;;
SINDA;21;;;
SINDEL;3;;;
SINDERELLA;3;;;
SINDERS;3;;;
SINDES;3;;;
SINDHU;29;;;
SINDHUJA;10;;;
SINDHUJAA;2;;;
SINDHURA;6;;;
SINDHURI;2;;;
SINDHUSHA;3;;;
SINDI;27;;;
SINDIE;3;;;
SINDIJA;6;;;
SINDING;20;;;
SINDIS;3;;;
SINDRA;66;;;
SINDRE;12;;;
SINDRELLA;2;;;
SINDRI;3;;;
SINDU;3;;;
SINDUJA;4;;;
SINDUS;2;;;
SINDY;118;;;
SINE;41;;;
SINEAD;32;;;
SINEE;3;;;
SINEENART;2;;;
SINEKA;2;;;
SINELA;3;;;
SINEM;160;;;
SINEMI;2;;;
SINERVO;3;;;
SINET;4;;;
SINETTE;3;;;
SINEVA;2;;;
SING;9;;;
SING-BRITT;2;;;
SINGA;7;;;
SINGAN;9;;;
SINGBRITT;3;;;
SINGERER;2;;;
SINGH;53;;;
SINGHILD;2;;;
SINGLIS;3;;;
SINGNE;6;;;
SINGO;2;;;
SINGOALLA;50;;;
SINGVA;3;;;
SINGVI;5;;;
SINGVOR;2;;;
SINH;12;;;
SINHAREEB;8;;;
SINI;108;;;
SINI-MAARIT;2;;;
SINIA;7;;;
SINICA;4;;;
SINICKA;2;;;
SINIDU;2;;;
SINIKA;7;;;
SINIKKA;2 246;;;
SININ;10;;;
SININAT;3;;;
SINING;5;;;
SINIT;51;;;
SINJA;19;;;
SINJAI;3;;;
SINJE;6;;;
SINKE;2;;;
SINN;4;;;
SINNA;21;;;
SINNET;3;;;
SINNICA;10;;;
SINNICKA;2;;;
SINNIE;2;;;
SINNIKA;41;;;
SINNIKKA;12;;;
SINNIT;4;;;
SINNY;2;;;
SINO;5;;;
SINOBIA;4;;;
SINODA;4;;;
SINOR;3;;;
SINOUR;5;;;
SINTA;2;;;
SINTAYEHU;8;;;
SINTHIA;8;;;
SINTHIYA;5;;;
SINTHUJA;4;;;
SINTHUJAH;2;;;
SINTIA;16;;;
SINTIJA;25;;;
SINTRA;3;;;
SINTYA;3;;;
SINUAN;3;;;
SINZIANA;7;;;
SINÉAD;25;;;
SINÖVE;2;;;
SIOBHAN;59;;;
SIOBHÁN;17;;;
SIOE;5;;;
SIOFRA;2;;;
SIOK;2;;;
SIOMARA;3;;;
SION;8;;;
SIONA;7;;;
SIONE;4;;;
SIONG;2;;;
SIOUD;2;;;
SIOUX;5;;;
SIPA;2;;;
SIPAL;13;;;
SIPAN;14;;;
SIPEL;18;;;
SIPHIWE;3;;;
SIPHOKAZI;3;;;
SIPORA;5;;;
SIPPA;4;;;
SIPPAL;2;;;
SIPPORA;8;;;
SIPPORAH;2;;;
SIPRA;3;;;
SIQI;26;;;
SIQING;2;;;
SIR;5;;;
SIRA;47;;;
SIRAAD;24;;;
SIRAD;64;;;
SIRADA;13;;;
SIRAG;5;;;
SIRAH;5;;;
SIRAJ;28;;;
SIRAJE;4;;;
SIRAJUM;3;;;
SIRAK;15;;;
SIRAMON;2;;;
SIRAN;38;;;
SIRANEE;7;;;
SIRANOSH;2;;;
SIRANOUCH;6;;;
SIRANOUCHE;2;;;
SIRANOUSH;4;;;
SIRANUSH;14;;;
SIRANYA;2;;;
SIRAPAT;3;;;
SIRAPATSORN;4;;;
SIRAPHAT;2;;;
SIRAPHATSON;2;;;
SIRAPORN;4;;;
SIRAPRAPA;3;;;
SIRAPRAPHA;3;;;
SIRAT;12;;;
SIRATSIA;2;;;
SIRAWAN;4;;;
SIRAYA;2;;;
SIRE;18;;;
SIREEN;34;;;
SIREESHA;14;;;
SIREL;4;;;
SIRELLE;5;;;
SIREMON;2;;;
SIREN;12;;;
SIRENA;36;;;
SIRENE;31;;;
SIRENI;2;;;
SIRENIA;2;;;
SIRET;7;;;
SIREVÅG;2;;;
SIREY;2;;;
SIRGUT;5;;;
SIRI;9 872;;;
SIRI LI;3;;;
SIRI LO;3;;;
SIRI-ANN;3;;;
SIRI-ANNE;2;;;
SIRI-LO;2;;;
SIRI-MARI;2;;;
SIRI-MARIA;2;;;
SIRI-SOFIA;2;;;
SIRIA;9;;;
SIRIAM;2;;;
SIRIANN;3;;;
SIRIANNA;2;;;
SIRIANNE;12;;;
SIRICHAN;4;;;
SIRID;2;;;
SIRIE;5;;;
SIRIGANYA;2;;;
SIRII;2;;;
SIRIIN;2;;;
SIRIJA;3;;;
SIRIJAN;2;;;
SIRIJE;4;;;
SIRIKA;2;;;
SIRIKAN;11;;;
SIRIKANDA;4;;;
