;;;;
Förnamn och antal bärare för folkbokförda män 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
SÖNDERGÅRD;2;;;
SÖNDERSKOV;11;;;
SÖNDERUP;4;;;
SÖNKE;16;;;
SÖNNE;2;;;
SÖR;4;;;
SÖREN;14 946;;;
SÖRENSEN;6;;;
SÖRENSON;2;;;
SÖRENSSON;7;;;
SÖRN;2;;;
SÖRUP;6;;;
SÖVSÖ;2;;;
SÖÖR;4;;;
SØBORG;2;;;
SØDAL;2;;;
SØHOLM;3;;;
SØLVE;3;;;
SØLVSTEN;3;;;
SØREN;99;;;
SØRENSEN;2;;;
SÜHA;4;;;
SÜHEYL;2;;;
SÜKRI;3;;;
SÜKRU;2;;;
SÜKRÜ;97;;;
SÜLEYMAN;283;;;
SÜREYYA;3;;;
T;101;;;
T-SON;5;;;
T:SON;13;;;
TA;20;;;
TAAGELUND;3;;;
TAAHA;4;;;
TAAL;3;;;
TAAMIR;2;;;
TAAN;6;;;
TAARIQ;3;;;
TAAROA;2;;;
TAARUSH;2;;;
TAAVETTI;17;;;
TAAVI;50;;;
TABAN;2;;;
TABARAK;5;;;
TABARE;6;;;
TABAREK;4;;;
TABARÉ;9;;;
TABASSAM;3;;;
TABASSUM;2;;;
TABE;4;;;
TABESH;8;;;
TABET;8;;;
TABI;5;;;
TABISH;14;;;
TABLO;2;;;
TABONA;2;;;
TABOR;6;;;
TABREZ;2;;;
TABRIZ;5;;;
TABU;5;;;
TAC;14;;;
TACEDDIN;2;;;
TACETDIN;2;;;
TACETTIN;17;;;
TACHE;2;;;
TACO;7;;;
TACUABÉ;2;;;
TAD;4;;;
TADA;5;;;
TADAA;2;;;
TADAAKI;3;;;
TADAHARU;2;;;
TADAO;5;;;
TADAS;116;;;
TADASHI;11;;;
TADDELE;2;;;
TADDEO;3;;;
TADDESE;8;;;
TADDESSE;8;;;
TADDEUS;10;;;
TADE;9;;;
TADEAS;5;;;
TADEI;2;;;
TADEJ;11;;;
TADEK;7;;;
TADELE;15;;;
TADEO;20;;;
TADESE;65;;;
TADESSE;101;;;
TADEU;9;;;
TADEUS;33;;;
TADEUSAS;2;;;
TADEUSZ;831;;;
TADEUZ;3;;;
TADHG;12;;;
TADIJA;27;;;
TADIOS;8;;;
TADIOUS;2;;;
TADIWANASHE;2;;;
TADIWOS;6;;;
TADJ;3;;;
TADRES;2;;;
TADROS;5;;;
TADROUS;2;;;
TADRY;2;;;
TADSHU;2;;;
TADY;2;;;
TADYOS;3;;;
TAE;94;;;
TAE-HO;2;;;
TAE-HYUN;2;;;
TAE-SOO;2;;;
TAE-WOO;2;;;
TAEB;2;;;
TAEBIN;2;;;
TAECHIN;2;;;
TAEEM;2;;;
TAEF;3;;;
TAEGYUN;2;;;
TAEHUN;3;;;
TAEHYUN;5;;;
TAEJOON;2;;;
TAEK;4;;;
TAEKE;2;;;
TAEM;53;;;
TAEMIN;3;;;
TAER;4;;;
TAESER;5;;;
TAESIK;2;;;
TAESOO;2;;;
TAEWIN;2;;;
TAEYANG;4;;;
TAEZAZ;4;;;
TAFA;4;;;
TAFADZWA;6;;;
TAFARI;4;;;
TAFE;2;;;
TAFERE;8;;;
TAFESSE;4;;;
TAFFERE;6;;;
TAFHEEM;3;;;
TAFI;2;;;
TAFIL;18;;;
TAFILJ;2;;;
TAFIQ;3;;;
TAFLA;3;;;
TAFSIR;5;;;
TAFZEEL;2;;;
TAG;4;;;
TAG-ELDIN;2;;;
TAGBO;2;;;
TAGE;14 529;;;
TAGELSIR;3;;;
TAGES;4;;;
TAGESON;11;;;
TAGESSON;21;;;
TAGGEN;2;;;
TAGHI;90;;;
TAGHLEB;3;;;
TAGHLUB;2;;;
TAGI;5;;;
TAGINASIO;3;;;
TAGIR;5;;;
TAGNON;2;;;
TAGUI;2;;;
TAH;7;;;
TAHA;1 107;;;
TAHAA;3;;;
TAHAMTAN;2;;;
TAHAN;6;;;
TAHAR;82;;;
TAHAWAR;2;;;
TAHE;2;;;
TAHEEM;2;;;
TAHEER;4;;;
TAHEIR;2;;;
TAHER;547;;;
TAHERALI;5;;;
TAHHA;2;;;
TAHIDUL;2;;;
TAHIEL;9;;;
TAHIM;4;;;
TAHIR;518;;;
TAHIRO;5;;;
TAHIROU;2;;;
TAHIROV;2;;;
TAHLIIL;19;;;
TAHLIL;39;;;
TAHMEED;5;;;
TAHMID;14;;;
TAHMIDUL;2;;;
TAHMIDUR;3;;;
TAHMORES;4;;;
TAHMOURES;2;;;
TAHMURES;3;;;
TAHR;2;;;
TAHREER;4;;;
TAHRER;2;;;
TAHRIR;5;;;
TAHSEEN;65;;;
TAHSEIN;5;;;
TAHSEN;7;;;
TAHSIM;2;;;
TAHSIN;129;;;
TAHSSIN;5;;;
TAHVO;3;;;
TAHY;3;;;
TAI;131;;;
TAIB;34;;;
TAICHI;7;;;
TAIE;3;;;
TAIEB;41;;;
TAIEM;5;;;
TAIF;66;;;
TAIFUN;2;;;
TAIGA;4;;;
TAIGER;3;;;
TAIHAO;2;;;
TAIKA;2;;;
TAIKI;5;;;
TAIKON;3;;;
TAILEY;2;;;
TAILUN;2;;;
TAIM;596;;;
TAIM ALLAH;4;;;
TAIMALLAH;5;;;
TAIMAR;2;;;
TAIMAS;2;;;
TAIMAZ;8;;;
TAIME;3;;;
TAIMIN;2;;;
TAIMO;8;;;
TAIMOOR;24;;;
TAIMOR;7;;;
TAIMOUR;2;;;
TAIMULLAH;10;;;
TAIMUR;14;;;
TAIMURAZ;2;;;
TAINA;2;;;
TAIP;8;;;
TAIR;13;;;
TAIRO;5;;;
TAIROU;4;;;
TAIRYUMER;2;;;
TAIRZHAN;2;;;
TAIS;2;;;
TAISEER;17;;;
TAISEI;3;;;
TAISER;6;;;
TAISHI;2;;;
TAISI;2;;;
TAISIR;51;;;
TAISON;5;;;
TAISSIR;13;;;
TAISTO;429;;;
TAIT;4;;;
TAITO;53;;;
TAIVANBAYAR;2;;;
TAIVO;7;;;
TAIWO;18;;;
TAIYE;5;;;
TAIYELOLU;2;;;
TAIYO;2;;;
TAJ;36;;;
TAJ-ELDIN;3;;;
TAJADDIN;2;;;
TAJALDIN;4;;;
TAJALSIR;2;;;
TAJAMAL;2;;;
TAJAMMAL;3;;;
TAJAMMUL;3;;;
TAJAR;2;;;
TAJDAR;2;;;
TAJDIN;2;;;
TAJEB;4;;;
TAJEDDIN;6;;;
TAJELSIR;3;;;
TAJIK;3;;;
TAJINDER;11;;;
TAJIOU;2;;;
TAJU;2;;;
TAJUDDIN;3;;;
TAJUDEEN;3;;;
TAJUDEN;2;;;
TAJUDIN;5;;;
TAJUL;5;;;
TAJUS;18;;;
TAJWAR;3;;;
TAK;30;;;
TAKAAKI;4;;;
TAKAHASHI;3;;;
TAKAHIRO;7;;;
TAKAMO;3;;;
TAKANORI;4;;;
TAKAO;10;;;
TAKASE;2;;;
TAKASHI;25;;;
TAKAYA;2;;;
TAKAYOSHI;2;;;
TAKAYUKI;6;;;
TAKE;3;;;
TAKECHY;2;;;
TAKELE;6;;;
TAKEMI;2;;;
TAKEO;11;;;
TAKERU;5;;;
TAKESHI;38;;;
TAKEYOSHI;2;;;
TAKFARINAS;3;;;
TAKHI;2;;;
TAKHIR;3;;;
TAKHLET;2;;;
TAKI;31;;;
TAKIDA;2;;;
TAKIE;2;;;
TAKIN;3;;;
TAKIRI;3;;;
TAKIS;8;;;
TAKIZAWA;2;;;
TAKLAY;3;;;
TAKOW;4;;;
TAKU;4;;;
TAKUDZWA;2;;;
TAKUMA;10;;;
TAKUMI;6;;;
TAKURA;4;;;
TAKURO;2;;;
TAKUYA;10;;;
TAKY;8;;;
TAL;20;;;
TALA;7;;;
TALAAT;48;;;
TALAB;18;;;
TALABANI;2;;;
TALAH;2;;;
TALAL;475;;;
TALAN;6;;;
TALAT;76;;;
TALAY;3;;;
TALBOT;2;;;
TALE;6;;;
TALEB;184;;;
TALEL;3;;;
TALENT;2;;;
TALGAT;5;;;
TALHA;174;;;
TALHAH;2;;;
TALHAT;6;;;
TALI;6;;;
TALIA;5;;;
TALIB;215;;;
TALID;2;;;
TALIESIN;3;;;
TALIH;4;;;
TALINO;2;;;
TALIP;15;;;
TALIS;7;;;
TALIVALDIS;5;;;
TALJAT;2;;;
TALL;4;;;
TALLA;10;;;
TALLAB;2;;;
TALLAK;2;;;
TALLAL;7;;;
TALLAT;3;;;
TALLMAN;2;;;
TALLO;2;;;
TALLRIS;7;;;
TALO;2;;;
TALOOT;2;;;
TALSJÖ;3;;;
TALUKDER;4;;;
TALVI;2;;;
TALYA;3;;;
TAM;95;;;
TAMA;6;;;
TAMAL;2;;;
TAMALE;5;;;
TAMAM;24;;;
TAMAN;19;;;
TAMAR;23;;;
TAMAS;252;;;
TAMAYO;3;;;
TAMAZ;9;;;
TAMAZI;5;;;
TAMBA;8;;;
TAMBASHE;2;;;
TAMBI;4;;;
TAMBWE;3;;;
TAMBY;3;;;
TAME;8;;;
TAMEEM;16;;;
TAMEM;12;;;
TAMENE;4;;;
TAMER;260;;;
TAMERAT;5;;;
TAMERLAN;18;;;
TAMERU;4;;;
TAMESGEN;2;;;
TAMI;5;;;
TAMIL;3;;;
TAMILARASAN;3;;;
TAMIM;165;;;
TAMIME;4;;;
TAMIN;3;;;
TAMINO;8;;;
TAMIO;2;;;
TAMIR;53;;;
TAMIRAA;3;;;
TAMIRAT;8;;;
TAMIRE;2;;;
TAMIRLAN;3;;;
TAMIRU;8;;;
TAMIZ;2;;;
TAMJEED;3;;;
TAMJID;8;;;
TAMKIN;2;;;
TAMLIN;42;;;
TAMMAM;63;;;
TAMMAR;7;;;
TAMMER;5;;;
TAMMI;6;;;
TAMMO;8;;;
TAMMY;2;;;
TAMO;3;;;
TAMOOR;4;;;
TAMOUH;2;;;
TAMOUR;2;;;
TAMR;5;;;
TAMRAT;31;;;
TAMRU;2;;;
TAMSIR;11;;;
TAMUKA;3;;;
TAMUNOSAKI;2;;;
TAMUR;4;;;
TAMUSS;3;;;
TAMÁS;137;;;
TAN;203;;;
TANA;5;;;
TANABOON;3;;;
TANACHOD;2;;;
TANACHOT;2;;;
TANADOL;2;;;
TANADON;7;;;
TANAGON;4;;;
TANAKA;7;;;
TANAKIM;4;;;
TANAKORN;15;;;
TANANCHAI;2;;;
TANAPAT;13;;;
TANAPHAT;4;;;
TANAPHON;2;;;
TANAPON;8;;;
TANAPONG;6;;;
TANAPUM;3;;;
TANAPUT;3;;;
TANARAT;2;;;
TANAS;3;;;
TANASE;2;;;
TANASIS;2;;;
TANASSISE;2;;;
TANATIP;4;;;
TANATORN;3;;;
TANAUSU;3;;;
TANAV;3;;;
TANAWAT;13;;;
TANAWIN;2;;;
TANAWUT;3;;;
TANAY;11;;;
TANBHIR;3;;;
TANBIR;6;;;
TANCRED;11;;;
TANCREDI;4;;;
TANDAL;2;;;
TANDBERG;2;;;
TANDRUP;5;;;
TANE;10;;;
TANEESH;2;;;
TANEL;22;;;
TANELI;62;;;
TANER;91;;;
TANEV;7;;;
TANG;31;;;
TANGAZAR;2;;;
TANGEN;2;;;
TANGENI;3;;;
TANGI;7;;;
TANGKAS;2;;;
TANGUY;15;;;
TANGWA;2;;;
TANH;3;;;
TANI;8;;;
TANIEL;5;;;
TANIM;6;;;
TANIOS;49;;;
TANIOUS;4;;;
TANISH;6;;;
TANISHQ;4;;;
TANIT;2;;;
TANJA;4;;;
TANJIL;2;;;
TANJIM;3;;;
TANJU;9;;;
TANK;2;;;
TANKA;2;;;
TANKHUN;4;;;
TANKO;3;;;
TANKRED;5;;;
TANKUT;2;;;
TANMAY;12;;;
TANMOY;7;;;
TANNER;10;;;
TANNO;2;;;
TANNOUS;7;;;
TANO;14;;;
TANOH;4;;;
TANONGSAK;6;;;
TANOR;2;;;
TANOS;11;;;
TANOU;2;;;
TANPISIT;2;;;
TANSEL;2;;;
TANSER;2;;;
TANSI;2;;;
TANSU;5;;;
TANTAI;3;;;
TANU;4;;;
TANUJ;5;;;
TANUSH;8;;;
TANVA;2;;;
TANVEER;52;;;
TANVIR;66;;;
TANVIRSSON;3;;;
TANVIRUL;2;;;
TANWA;10;;;
TANWEER;6;;;
TANWIR;3;;;
TANYEL;2;;;
TANYI;7;;;
TANYOUS;2;;;
TANZEEL;3;;;
TANZEEM;2;;;
TANZER;3;;;
TANZI;2;;;
TANZIL;6;;;
TANZIM;7;;;
TANZIR;2;;;
TAO;97;;;
TAOFEEK;3;;;
TAOFEK;2;;;
TAOFIK;10;;;
TAOFIQ;3;;;
TAOHEED;3;;;
TAOTAO;2;;;
TAOUFIC;4;;;
TAOUFIK;56;;;
TAOUFIQ;3;;;
TAPAANI;2;;;
TAPAN;14;;;
TAPANAT;2;;;
TAPANI;3 572;;;
TAPAS;4;;;
TAPASH;2;;;
TAPHA;3;;;
TAPIA;2;;;
TAPIO;2 853;;;
TAPIWA;3;;;
TAPIWANASHE;2;;;
TAPPEN;2;;;
TAQI;65;;;
TAR;2;;;
TARA;7;;;
TARABI;7;;;
TARAK;12;;;
TARAKA;2;;;
TARALD;2;;;
TARAN;12;;;
TARANG;4;;;
TARANTINO;2;;;
TARAQ;5;;;
TARAR;2;;;
TARAS;94;;;
TARASH;2;;;
TARCISIO;8;;;
TARDY;2;;;
TARE;3;;;
TARECK;2;;;
TAREEF;2;;;
TAREEK;4;;;
TAREFF;3;;;
TAREG;6;;;
TAREGH;2;;;
TAREH;2;;;
TAREK;1 087;;;
TAREKE;20;;;
TAREQ;413;;;
TAREQUE;2;;;
TARESH;7;;;
TAREY;4;;;
TARG;3;;;
TARH;2;;;
TARI;2;;;
TARIF;16;;;
TARIG;14;;;
TARIK;673;;;
TARIKE;2;;;
TARIKU;15;;;
TARIKUL;2;;;
TARIN;2;;;
TARION;3;;;
TARIQ;339;;;
TARIQUE;4;;;
TARIQUL;12;;;
TARIT;8;;;
TARJE;3;;;
TARJEI;12;;;
TARK;9;;;
TARKAN;42;;;
TARKI;2;;;
TARLAN;4;;;
TARLOCHAN;4;;;
TARLOK;2;;;
TARMIZI;3;;;
TARMO;251;;;
TARNOW;5;;;
TARO;66;;;
TAROKH;2;;;
TARON;7;;;
TARP;4;;;
TARQ;5;;;
TARQUIN;2;;;
TARRAD;3;;;
TARRAFF;2;;;
TARRAS;51;;;
TARRIK;2;;;
TARTEEB;3;;;
TARU;2;;;
TARUN;46;;;
TARUNKUMAR;2;;;
TARVI;4;;;
TARVO;8;;;
TARZAN;53;;;
TAS;8;;;
TASAL;7;;;
TASAWAR;4;;;
TASE;5;;;
TASEEN;8;;;
TASER;2;;;
TASEW;3;;;
TASFALEM;3;;;
TASFIN;2;;;
TASFIT;2;;;
TASHAN;2;;;
TASHFIN;2;;;
TASHI;7;;;
TASHIN;2;;;
TASHINGA;2;;;
TASHKO;3;;;
TASHREEQ;2;;;
TASHRIF;3;;;
TASIF;2;;;
TASIM;19;;;
TASIN;5;;;
TASKIN;3;;;
TASKO;2;;;
TASLEEM;2;;;
TASLIM;4;;;
TASMAN;2;;;
TASNEEM;7;;;
TASNIM;3;;;
TASNIMUL;2;;;
TASSE;4;;;
TASSEW;2;;;
TASSILO;10;;;
TASSIM;2;;;
TASSIN;2;;;
TASSO;4;;;
TASSOS;11;;;
TAT;26;;;
TATA;5;;;
TATANI;2;;;
TATAR;6;;;
TATAW;2;;;
TATCHINO;3;;;
TATE;13;;;
TATEK;10;;;
TATENDA;10;;;
TATO;2;;;
TATSUAKI;2;;;
TATSUKI;2;;;
TATSUMI;2;;;
TATSUO;4;;;
TATSURO;3;;;
TATSUYA;7;;;
TATU;38;;;
TATUL;2;;;
TAU;12;;;
TAUDROS;2;;;
TAUFEEQ;4;;;
TAUFIC;3;;;
TAUFIK;29;;;
TAUFIQ;20;;;
TAUFIQUE;2;;;
TAUHID;4;;;
TAUHIDUL;3;;;
TAUIL;2;;;
TAULAND;6;;;
TAULANT;87;;;
TAUNG;4;;;
TAUNO;350;;;
TAUQEER;6;;;
TAUQIR;4;;;
TAURAI;2;;;
TAURAS;8;;;
TAURI;3;;;
TAUS;4;;;
TAUSEEF;5;;;
TAUSIF;7;;;
TAUTVYDAS;29;;;
TAUTYNE;2;;;
TAUVE;3;;;
TAVA;4;;;
TAVAI;2;;;
TAVAN;6;;;
TAVE;6;;;
TAVERNIER;2;;;
TAVIN;3;;;
TAVISH;2;;;
TAVIT;3;;;
TAW;8;;;
TAWA;4;;;
TAWAB;25;;;
TAWADROUS;8;;;
TAWAF;2;;;
TAWAKAL;13;;;
TAWAN;74;;;
TAWANDA;16;;;
TAWANE;4;;;
TAWAST;2;;;
TAWATCHAI;9;;;
TAWDAROUS;4;;;
TAWDROUS;6;;;
TAWE;2;;;
TAWEED;2;;;
TAWEESAK;4;;;
TAWEESAP;2;;;
TAWER;6;;;
TAWFEC;2;;;
TAWFEEK;13;;;
TAWFEEQ;72;;;
TAWFEK;12;;;
TAWFEQ;8;;;
TAWFFEEQ;3;;;
TAWFIC;8;;;
TAWFICK;2;;;
TAWFIEK;2;;;
TAWFIG;6;;;
TAWFIK;168;;;
TAWFIQ;109;;;
TAWFIQULLAH;2;;;
TAWHID;18;;;
TAWHIDUL;2;;;
TAWIAH;4;;;
TAWIN;8;;;
TAWONGA;2;;;
TAWSIF;3;;;
TAXIARCHIS;5;;;
TAXIARHIS;3;;;
TAY;10;;;
TAYAR;6;;;
TAYASIR;2;;;
TAYB;2;;;
TAYBUR;2;;;
TAYE;18;;;
TAYEB;43;;;
TAYEM;20;;;
TAYF;5;;;
TAYFUN;58;;;
TAYFUR;8;;;
TAYGA;2;;;
TAYGUN;3;;;
TAYIB;14;;;
TAYIP;2;;;
TAYIR;2;;;
TAYLAN;31;;;
TAYLER;5;;;
TAYLON;2;;;
TAYLOR;114;;;
TAYM;124;;;
TAYMAZ;13;;;
TAYMOR;4;;;
TAYMOUR;5;;;
TAYMULLAH;2;;;
TAYMUR;3;;;
TAYO;7;;;
TAYRON;2;;;
TAYSEER;23;;;
TAYSER;6;;;
TAYSIR;29;;;
TAYSON;4;;;
TAYSR;2;;;
TAYSSER;3;;;
TAYSSIR;15;;;
TAYUE;3;;;
TAYUI;3;;;
TAYYAB;41;;;
TAYYAR;24;;;
TAYYEB;4;;;
TAYYEM;4;;;
TAYYIB;4;;;
TAYYIP;8;;;
TAYZAR;2;;;
TAZ;8;;;
TAZEEM;2;;;
TAZIM;2;;;
TAZUL;5;;;
TAZWEED;2;;;
TCHAVDAR;3;;;
TE;15;;;
TEAGES;9;;;
TEAGHES;7;;;
TEAGUE;2;;;
TEAL;2;;;
TEAM;2;;;
TEAME;156;;;
TEAMEZGI;2;;;
TEAMRAT;4;;;
TEAN;7;;;
TEANDER;4;;;
TEARE;2;;;
TEBAREK;2;;;
TEBEBE;2;;;
TEBEN;3;;;
TEBID;2;;;
TEBIKEW;3;;;
TEBIN;18;;;
TEBO;3;;;
TEBOGO;4;;;
TEBOHO;4;;;
TEBOR;2;;;
TECHANE;4;;;
TECHIN;14;;;
TECHIT;6;;;
TECK;4;;;
TECKLE;6;;;
TECLAI;9;;;
TECLAY;3;;;
TECLE;33;;;
TECLEAB;6;;;
TECLEBRHAN;3;;;
TECLEHAIMANOT;2;;;
TECLEMARIAM;3;;;
TECLEMICAEL;3;;;
TECLEMICHAEL;2;;;
TECLESENBET;3;;;
TECLMARIAM;2;;;
TECLU;4;;;
TECUMSEH;3;;;
TED;6 114;;;
TED-LOUIE;3;;;
TED-OLOF;2;;;
TEDD;55;;;
TEDDE;21;;;
TEDDI;22;;;
TEDDIE;144;;;
TEDDY;1 058;;;
TEDESSE;3;;;
TEDH;61;;;
TEDI;13;;;
TEDIAN;2;;;
TEDIS;4;;;
TEDLA;14;;;
TEDLLA;2;;;
TEDOR;5;;;
TEDROS;326;;;
TEDSON;6;;;
TEDSSON;2;;;
TEDUCA;2;;;
TEDY;7;;;
TEE;16;;;
TEED;8;;;
TEEDI;2;;;
TEEGAN;2;;;
TEEJAY;2;;;
TEELE;2;;;
TEEM;3;;;
TEEMO;6;;;
TEEMU;187;;;
TEERACHAT;2;;;
TEERADET;2;;;
TEERAPAT;16;;;
TEERAPHAT;6;;;
TEERAPHONG;2;;;
TEERAPOL;2;;;
TEERAPONG;8;;;
TEERASAK;8;;;
TEERAVAT;2;;;
TEERAWAT;7;;;
TEERAWUT;3;;;
TEET;6;;;
TEEYA;3;;;
TEFERA;19;;;
TEFERI;32;;;
TEFIK;45;;;
TEGAR;2;;;
TEGE;7;;;
TEGEGN;4;;;
TEGEGNE;5;;;
TEGEKO;2;;;
TEGEL;2;;;
TEGHLAT;2;;;
TEGLAT;6;;;
TEGLGAARD;2;;;
TEGNAR;2;;;
TEGNER;6;;;
TEGNÉR;3;;;
TEGSHJARGAL;2;;;
TEGUH;5;;;
TEH;3;;;
TEHAN;3;;;
TEHRAN;2;;;
TEHSEEN;2;;;
TEHTENA;4;;;
TEHVID;3;;;
TEIB;2;;;
TEIF;3;;;
TEIJ;3;;;
TEIJE;2;;;
TEIJO;97;;;
TEIK;3;;;
TEIM;102;;;
TEIMOR;10;;;
TEIMOUR;4;;;
TEIMUR;5;;;
TEIMURAZ;3;;;
TEIS;10;;;
TEITUR;11;;;
TEIXEIRA;4;;;
TEJ;20;;;
TEJA;57;;;
TEJAN;16;;;
TEJAS;38;;;
TEJASWI;4;;;
TEJBIR;2;;;
TEJESH;2;;;
TEJINDER;7;;;
TEJM;9;;;
TEJO;2;;;
TEJS;3;;;
TEK;6;;;
TEKA;10;;;
TEKAHUN;2;;;
TEKALI;11;;;
TEKALIGN;4;;;
TEKEA;2;;;
TEKEI;6;;;
TEKESTE;117;;;
TEKETELEW;3;;;
TEKHESTE;3;;;
TEKHLAB;2;;;
TEKHLOM;2;;;
TEKHLU;2;;;
TEKIA;20;;;
TEKIE;129;;;
TEKIJA;2;;;
TEKILAB;2;;;
TEKIN;33;;;
TEKLAB;16;;;
TEKLAHAIMANOT;2;;;
TEKLAHAYMANOT;2;;;
TEKLAI;5;;;
TEKLAT;5;;;
TEKLAY;92;;;
TEKLE;308;;;
TEKLEAB;56;;;
TEKLEBENSET;2;;;
TEKLEBERHAN;7;;;
TEKLEBRHAN;39;;;
TEKLEHAIMANOT;53;;;
TEKLEHAYMANOT;20;;;
TEKLEMARAM;2;;;
TEKLEMARIAM;53;;;
TEKLEMARYAM;5;;;
TEKLEMICAEL;3;;;
TEKLEMICHAEL;18;;;
TEKLEMICHEAL;4;;;
TEKLEMIKAEL;5;;;
TEKLESENBET;33;;;
TEKLESION;2;;;
TEKLESLASE;3;;;
TEKLEWAYNE;4;;;
TEKLEWEINI;13;;;
TEKLEWEYINI;2;;;
TEKLEWEYNI;13;;;
TEKLEYOHANNES;3;;;
TEKLEZGHI;26;;;
TEKLEZGI;12;;;
TEKLEZION;2;;;
TEKLHAIMANOT;3;;;
TEKLI;4;;;
TEKLIA;9;;;
TEKLINKAEL;3;;;
TEKLIT;100;;;
TEKLOM;26;;;
TEKLSENBET;2;;;
TEKLU;104;;;
TEKLYA;7;;;
TEKLZGHI;4;;;
TEKLZGI;6;;;
TEKOLA;3;;;
TEKOSHAR;2;;;
TEKOSHER;3;;;
TEKU;3;;;
TEKULU;3;;;
TELA;2;;;
TELAHUN;4;;;
TELAL;9;;;
TELAT;3;;;
TELELEDIN;3;;;
TELEMAK;3;;;
TELEMAQUE;5;;;
TELES;2;;;
TELEYA;3;;;
TELI;3;;;
TELIUS;3;;;
TELJAS;2;;;
TELL;77;;;
TELLEF;2;;;
TELLESEN;8;;;
TELLIS;4;;;
TELLO;3;;;
TELLUS;33;;;
TELLY;4;;;
TELMAN;9;;;
TELMAR;5;;;
TELMEN;13;;;
TELMO;14;;;
TELMUUN;10;;;
TELO;3;;;
TELONIUS;5;;;
TEM;7;;;
TEMAM;3;;;
TEMANU;2;;;
TEMAR;3;;;
TEMBA;3;;;
TEMBO;2;;;
TEMEL;4;;;
TEMELSO;5;;;
TEMERLAN;2;;;
TEMESGEN;284;;;
TEMESGHEN;43;;;
TEMI;3;;;
TEMIDAYO;4;;;
TEMILAYO;2;;;
TEMIM;3;;;
TEMIN;2;;;
TEMIR;5;;;
TEMIRLAN;4;;;
TEMITAYO;10;;;
TEMITOPE;23;;;
TEMMAM;3;;;
TEMNEWO;4;;;
TEMO;17;;;
TEMOR;11;;;
TEMOTHAUS;2;;;
TEMPEST;3;;;
TEMPLE;5;;;
TEMPLETON;2;;;
TEMSAH;3;;;
TEMSGEN;6;;;
TEMUDJIN;4;;;
TEMUGE;6;;;
TEMUJIN;7;;;
TEMUR;28;;;
TEMURBEK;3;;;
TEMURI;5;;;
TEMUUJIN;34;;;
TEMUULEL;2;;;
TEMUULEN;56;;;
TEMUUN;5;;;
TEMWA;2;;;
TEMYYJIN;2;;;
TEN;5;;;
TENBIT;2;;;
TENDAI;13;;;
TENDAYI;2;;;
TENDO;6;;;
TENESACA;2;;;
TENG;19;;;
TENGEL;8;;;
TENGER;2;;;
TENGFEI;3;;;
TENGGA;3;;;
TENGIL;11;;;
TENGIS;22;;;
TENGIZ;9;;;
TENGKU;4;;;
TENGNER;4;;;
TENHO;92;;;
TENIA;2;;;
TENIE;3;;;
TENIOLA;5;;;
TENN;21;;;
TENNANT;3;;;
TENNESSEE;5;;;
TENNIS;2;;;
TENNSE;3;;;
TENNY;26;;;
TENOLD;2;;;
TENSAE;5;;;
TENSE;3;;;
TENSIOW;2;;;
TENUUN;29;;;
TENYO;3;;;
TENZIN;20;;;
TENZING;4;;;
TEO;1 780;;;
TEOBALDO;8;;;
TEODARD;5;;;
TEODER;3;;;
TEODERIK;2;;;
TEODOR;5 673;;;
TEODORAS;3;;;
TEODORE;24;;;
TEODORICO;2;;;
TEODORO;41;;;
TEODOROS;6;;;
TEODOROV;4;;;
TEODORS;5;;;
TEODOSIEV;2;;;
TEODOSIO;3;;;
TEODOSIS;2;;;
TEODROS;13;;;
TEODULFO;2;;;
TEOFANIS;2;;;
TEOFIK;8;;;
TEOFIL;108;;;
TEOFILO;11;;;
TEOFILOV;2;;;
TEOFILUS;3;;;
TEOFOR;2;;;
TEOFRON;17;;;
TEOH;2;;;
TEOHARIS;4;;;
TEOLIN;3;;;
TEOMAN;104;;;
TEON;5;;;
TEP;2;;;
TEPARIT;2;;;
TEPPO;72;;;
TERA;2;;;
TERAN;2;;;
TERANCE;3;;;
TERANG;3;;;
TERAZ;2;;;
TERBISH;2;;;
TERCERO;2;;;
TEREFE;5;;;
TERENCE;168;;;
TERENCIO;2;;;
TERENIUS;2;;;
TERENZIO;2;;;
TERESSA;3;;;
TERGE;6;;;
TERGEL;18;;;
TERHO;98;;;
TERI;3;;;
TERJE;797;;;
TERJO;2;;;
TERKE;2;;;
TERKEL;3;;;
TERMA;2;;;
TERNO;32;;;
TERNUS;2;;;
TERO;315;;;
TERON;2;;;
TERRA;3;;;
TERRANCE;9;;;
TERRELL;6;;;
TERRENCE;40;;;
TERRI;3;;;
TERRJE;2;;;
TERRS;2;;;
TERRY;213;;;
TERSOO;2;;;
TERTIUS;5;;;
TERU;2;;;
TERUO;2;;;
TESEMA;8;;;
TESFA;20;;;
TESFAALEM;17;;;
TESFABRHAN;14;;;
TESFAGABER;16;;;
TESFAGABIR;11;;;
TESFAGABR;31;;;
TESFAGEBRIAL;6;;;
TESFAGEBRIEL;7;;;
TESFAGERGIS;11;;;
TESFAGERGISH;20;;;
TESFAGERGS;8;;;
TESFAGERGSH;10;;;
TESFAGHIORGHIS;2;;;
TESFAGIORGIS;7;;;
TESFAHANS;12;;;
TESFAHIWET;78;;;
TESFAHIWOT;3;;;
TESFAHUN;10;;;
TESFAHUNEY;2;;;
TESFAI;97;;;
TESFALASE;4;;;
