;;;;
Förnamn och antal bärare för folkbokförda män 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
ALOYSIOUS;2;;;
ALOYSIUS;33;;;
ALOÏS;3;;;
ALP;115;;;
ALPACINO;7;;;
ALPAR;5;;;
ALPARSLAN;37;;;
ALPASLAN;28;;;
ALPAY;32;;;
ALPCAN;3;;;
ALPER;185;;;
ALPEREN;49;;;
ALPERTTI;2;;;
ALPESH;4;;;
ALPH;4;;;
ALPHA;116;;;
ALPHAN;3;;;
ALPHANSO;4;;;
ALPHARIUS;2;;;
ALPHEAUS;2;;;
ALPHONCE;5;;;
ALPHONS;15;;;
ALPHONSE;68;;;
ALPHONSIUS;3;;;
ALPHONSO;12;;;
ALPHONSUS;8;;;
ALPI;8;;;
ALPIIN;2;;;
ALPIN;4;;;
ALPO;213;;;
ALPTUG;2;;;
ALPÁR;2;;;
ALQADER;6;;;
ALQI;2;;;
ALRAGIELI;2;;;
ALRAHEEM;2;;;
ALRAHEM;2;;;
ALRAHIM;6;;;
ALRAHMAN;130;;;
ALRAOUF;3;;;
ALRASHEED;6;;;
ALRAYAH;4;;;
ALRAZAK;18;;;
ALRAZAQ;2;;;
ALRAZZAK;4;;;
ALRAZZAQ;2;;;
ALRHMAN;35;;;
ALRIC;14;;;
ALRICH;3;;;
ALRIDA;3;;;
ALRIK;1 008;;;
ALRIKSON;2;;;
ALRIKSSON;3;;;
ALRUNE;3;;;
ALRUNI;3;;;
ALRUTZ;2;;;
ALSAADI;3;;;
ALSAD;4;;;
ALSADEK;5;;;
ALSADEQ;4;;;
ALSADIG;5;;;
ALSADIK;4;;;
ALSADIQ;2;;;
ALSAFI;2;;;
ALSAHEB;3;;;
ALSAID;2;;;
ALSAJAD;2;;;
ALSAJJAD;2;;;
ALSALAM;26;;;
ALSALEH;4;;;
ALSALHIN;2;;;
ALSATAR;4;;;
ALSAYED;9;;;
ALSEDDIQ;2;;;
ALSEID;2;;;
ALSENY;2;;;
ALSERT;3;;;
ALSHAM;5;;;
ALSHARIF;4;;;
ALSHEIKH;3;;;
ALSHFIE;3;;;
ALSHIKH;3;;;
ALSID;2;;;
ALSIN;2;;;
ALSING;7;;;
ALSIR;4;;;
ALSMMANI;3;;;
ALSSALAM;2;;;
ALSTON;4;;;
ALTAF;43;;;
ALTAHER;3;;;
ALTAI;5;;;
ALTAIB;3;;;
ALTAIR;11;;;
ALTAJ;2;;;
ALTAMASH;3;;;
ALTAN;36;;;
ALTAN-OCHIR;4;;;
ALTANGADAS;2;;;
ALTANGEREL;12;;;
ALTANKHUU;3;;;
ALTANKHUYAG;3;;;
ALTANSHAGAI;4;;;
ALTANSOYOMBO;2;;;
ALTANSUKH;6;;;
ALTANTULGA;3;;;
ALTAR;2;;;
ALTAY;39;;;
ALTAYE;2;;;
ALTAYEB;10;;;
ALTAYIB;4;;;
ALTE;10;;;
ALTEGANI;3;;;
ALTEO;20;;;
ALTER;5;;;
ALTHIN;3;;;
ALTHINI;2;;;
ALTHINUS;3;;;
ALTHON;4;;;
ALTIN;246;;;
ALTINO;2;;;
ALTINUS;9;;;
ALTO;3;;;
ALTON;67;;;
ALTOVELY;2;;;
ALTRIM;3;;;
ALTRIN;6;;;
ALTTI;26;;;
ALTUG;9;;;
ALTUN;2;;;
ALTYNBEK;5;;;
ALU;5;;;
ALUBAIDI;4;;;
ALUCARD;4;;;
ALULA;22;;;
ALUN;7;;;
ALUS;2;;;
ALUSH;10;;;
ALUSINE;11;;;
ALUSPAH;2;;;
ALV;59;;;
ALVA;15;;;
ALVAN;15;;;
ALVAND;9;;;
ALVAR;7 387;;;
ALVAR LO;3;;;
ALVAR-LO;2;;;
ALVARADO;6;;;
ALVARD;2;;;
ALVAREZ;3;;;
ALVARI;57;;;
ALVARIN;5;;;
ALVARO;428;;;
ALVARSSON;2;;;
ALVARÖ;3;;;
ALVE;2 429;;;
ALVE-LO;2;;;
ALVEDIN;6;;;
ALVEIRO;2;;;
ALVEN;7;;;
ALVER;9;;;
ALVES;19;;;
ALVFRED;2;;;
ALVI;27;;;
ALVIAN;4;;;
ALVID;3;;;
ALVIDAS;4;;;
ALVIE;2;;;
ALVIERO;2;;;
ALVIK;3;;;
ALVIN;6 807;;;
ALVIND;2;;;
ALVINE;2;;;
ALVING;6;;;
ALVIR;5;;;
ALVIS;28;;;
ALVISE;4;;;
ALVY;4;;;
ALVYDAS;30;;;
ALVYN;4;;;
ALVÉN;3;;;
ALWAHAB;5;;;
ALWAHEB;2;;;
ALWAJD;2;;;
ALWALEED;6;;;
ALWALID;25;;;
ALWALLED;2;;;
ALWAN;112;;;
ALWAND;3;;;
ALWAR;30;;;
ALWARD;3;;;
ALWATHIG;2;;;
ALWE;65;;;
ALWEN;3;;;
ALWI;4;;;
ALWIN;831;;;
ALWYN;15;;;
ALX;27;;;
ALXANDER;3;;;
ALY;193;;;
ALYAAN;4;;;
ALYAMAN;8;;;
ALYAMEN;2;;;
ALYAN;26;;;
ALYAR;2;;;
ALYAS;40;;;
ALYASA;2;;;
ALYASS;2;;;
ALYASSA;2;;;
ALYAZ;4;;;
ALYOSHA;3;;;
ALYOSHEV;3;;;
ALYSSON;4;;;
ALZAHRA;3;;;
ALZAIN;4;;;
ALZAKY;2;;;
ALZUBAIDI;3;;;
ALZUBER;4;;;
ALÁ;2;;;
ALÁA;3;;;
ALÉC;2;;;
ALÉKXANDER;2;;;
ALÉM;2;;;
ALÉS;2;;;
ALÉX;6;;;
ALÉXANDROS;14;;;
ALÉXIS;4;;;
ALÍ;2;;;
AM;4;;;
AMA;2;;;
AMAAN;21;;;
AMAAR;37;;;
AMABLE;7;;;
AMAD;69;;;
AMADE;3;;;
AMADEO;84;;;
AMADEU;7;;;
AMADEUS;2 107;;;
AMADEUSZ;21;;;
AMADEUZ;47;;;
AMADI;10;;;
AMADIN;2;;;
AMADIO;3;;;
AMADO;31;;;
AMADOR;22;;;
AMADOU;176;;;
AMADSHAH;2;;;
AMADU;11;;;
AMADY;2;;;
AMADÉ;6;;;
AMADÉE;5;;;
AMADÉUS;19;;;
AMAECHI;5;;;
AMAHA;8;;;
AMAHADARI;3;;;
AMAKTOR;7;;;
AMAL;45;;;
AMALAN;3;;;
AMALE;3;;;
AMALI;2;;;
AMALIA;3;;;
AMALIO;5;;;
AMAM;3;;;
AMAMBOH;2;;;
AMAN;474;;;
AMANA;4;;;
AMANAEL;3;;;
AMANALLAH;4;;;
AMANAT;4;;;
AMANCH;7;;;
AMANCIO;5;;;
AMAND;13;;;
AMANDA;18;;;
AMANDEEP;23;;;
AMANDER;3;;;
AMANDI;2;;;
AMANDIO;5;;;
AMANDJ;4;;;
AMANDO;8;;;
AMANDUS;854;;;
AMANDUZ;2;;;
AMANE;2;;;
AMANEAL;3;;;
AMANEIL;4;;;
AMANEL;4;;;
AMANFO;3;;;
AMANG;14;;;
AMANGE;2;;;
AMANI;59;;;
AMANIAL;7;;;
AMANIEL;91;;;
AMANIL;2;;;
AMANIOS;2;;;
AMANIYEL;2;;;
AMANJ;105;;;
AMANJEET;3;;;
AMANJOT;3;;;
AMANKONA;2;;;
AMANKWAH;4;;;
AMANO;2;;;
AMANODJOKO;2;;;
AMANOEL;22;;;
AMANOIL;5;;;
AMANOLLAH;9;;;
AMANOUEL;6;;;
AMANOUIL;4;;;
AMANPREET;2;;;
AMANT;4;;;
AMANTE;4;;;
AMANUAIL;2;;;
AMANUAL;8;;;
AMANUEAL;7;;;
AMANUEL;714;;;
AMANUELABIY;3;;;
AMANUELL;4;;;
AMANUIEL;5;;;
AMANULA;2;;;
AMANULLA;2;;;
AMANULLAH;53;;;
AMANWIL;2;;;
AMANYEL;3;;;
AMANZGHI;3;;;
AMAR;986;;;
AMARA;47;;;
AMARACHUKWU;2;;;
AMARAL;6;;;
AMARAN;2;;;
AMARANATH;3;;;
AMARASINGHE;3;;;
AMARASIRI;2;;;
AMARBAT;2;;;
AMARBAYAR;2;;;
AMARBAYASGALAN;6;;;
AMARBOLD;3;;;
AMARDEEP;7;;;
AMARDIP;2;;;
AMARE;51;;;
AMAREH;2;;;
AMARENDRA;3;;;
AMARESH;3;;;
AMARH;2;;;
AMARI;9;;;
AMARILDO;29;;;
AMARILLO;2;;;
AMARILNTO;2;;;
AMARIN;8;;;
AMARIS;2;;;
AMARJARGAL;2;;;
AMARJEET;4;;;
AMARJIT;18;;;
AMARJOT;3;;;
AMARNATH;9;;;
AMARO;50;;;
AMARPREET;2;;;
AMARSAIKHAN;5;;;
AMARSANAA;5;;;
AMARTUVSHIN;8;;;
AMARTYA;4;;;
AMARU;94;;;
AMARVIR;2;;;
AMARYLLIS;2;;;
AMARÚ;2;;;
AMASH;3;;;
AMAT;9;;;
AMATUS;6;;;
AMAURI;2;;;
AMAURY;26;;;
AMAYAS;3;;;
AMAZIAH;3;;;
AMAZIGH;2;;;
AMAËL;3;;;
AMBABOULA;2;;;
AMBACHEW;3;;;
AMBADAS;3;;;
AMBAGAHAGE;2;;;
AMBALAL;3;;;
AMBAR;7;;;
AMBASADER;4;;;
AMBASAGER;10;;;
AMBASAJER;4;;;
AMBATCHEW;2;;;
AMBAYE;3;;;
AMBE;7;;;
AMBER;5;;;
AMBESA;5;;;
AMBESAGER;4;;;
AMBESAGIR;2;;;
AMBESAJER;9;;;
AMBESAJIR;7;;;
AMBESSA;2;;;
AMBIKA;3;;;
AMBISSA;2;;;
AMBJÖRN;483;;;
AMBJÖRNSSON;3;;;
AMBROGIO;4;;;
AMBROISE;3;;;
AMBROS;2;;;
AMBROSE;32;;;
AMBROSIO;12;;;
AMBROSIUS;87;;;
AMBROZ;2;;;
AMBRUS;8;;;
AMBU;2;;;
AMBUJ;2;;;
AMBY;2;;;
AMD;2;;;
AMDAD;4;;;
AMDADUL;4;;;
AMDE;4;;;
AMDEBERHAN;2;;;
AMDEMARIAM;2;;;
AMDI;18;;;
AMDIJA;4;;;
AMDJAD;3;;;
AMDY;4;;;
AME;3;;;
AMEAN;3;;;
AMEAR;4;;;
AMECHI;2;;;
AMED;91;;;
AMEDEO;25;;;
AMEDI;4;;;
AMEE;4;;;
AMEED;5;;;
AMEEL;8;;;
AMEEN;267;;;
AMEER;403;;;
AMEET;3;;;
AMEHA;11;;;
AMEIR;6;;;
AMEL;327;;;
AMELAK;3;;;
AMELIA;5;;;
AMELIO;5;;;
AMELIUS;6;;;
AMELON;4;;;
AMEN;124;;;
AMENAB;2;;;
AMENAY;5;;;
AMENDRA;2;;;
AMENTI;2;;;
AMENYOR;2;;;
AMEO;2;;;
AMER;1 610;;;
AMERGIN;2;;;
AMERICO;49;;;
AMERICUS;2;;;
AMERTUS;3;;;
AMES;4;;;
AMET;24;;;
AMETH;3;;;
AMETHYST;2;;;
AMEUR;25;;;
AMEY;10;;;
AMEYA;6;;;
AMEYAL;2;;;
AMEYAW;3;;;
AMEZ;9;;;
AMEZIANE;2;;;
AMGAD;51;;;
AMGALAN;6;;;
AMGALANBAATAR;2;;;
AMGALANBAYAR;2;;;
AMGED;15;;;
AMHA;11;;;
AMHARAY;2;;;
AMI;30;;;
AMIAN;3;;;
AMIAR;6;;;
AMIAS;5;;;
AMID;21;;;
AMIDOU;5;;;
AMIDU;3;;;
AMIEL;13;;;
AMIEN;3;;;
AMIER;6;;;
AMIGO;4;;;
AMIIN;87;;;
AMIIR;50;;;
AMIL;113;;;
AMILA;25;;;
AMILAK;6;;;
AMILCAR;39;;;
AMILE;3;;;
AMILEON;2;;;
AMILIO;8;;;
AMILION;2;;;
AMILKAR;6;;;
AMILL;2;;;
AMILLION;2;;;
AMILON;15;;;
AMIN;2 514;;;
AMINA;3;;;
AMINADAB;30;;;
AMINE;321;;;
AMINEAB;2;;;
AMINI;8;;;
AMINO;2;;;
AMINOLAH;2;;;
AMINOLLAH;7;;;
AMINOU;2;;;
AMINREZA;3;;;
AMINSULD;2;;;
AMINU;8;;;
AMINUL;23;;;
AMINULLAH;27;;;
AMINUR;8;;;
AMINÉ;2;;;
AMIR;6 053;;;
AMIR ABBAS;5;;;
AMIR AHMED;2;;;
AMIR ALI;20;;;
AMIR ARSALAN;2;;;
AMIR HOSSEIN;6;;;
AMIR HUSAIN;2;;;
AMIR MAHDI;4;;;
AMIR MOHAMED;2;;;
AMIR MOHAMMAD;3;;;
AMIR MUSTAFA;2;;;
AMIR REZA;2;;;
AMIR TAHA;2;;;
AMIR-ABBAS;2;;;
AMIR-ALI;6;;;
AMIR-ARSALAN;2;;;
AMIR-ASHKAN;2;;;
AMIR-HOSEIN;3;;;
AMIR-ISMAIL;2;;;
AMIR-REZA;4;;;
AMIRABBAS;8;;;
AMIRAL;4;;;
AMIRALI;79;;;
AMIRAN;11;;;
AMIRARSALAN;5;;;
AMIRBEK;5;;;
AMIREHSAN;4;;;
AMIRGHOLI;2;;;
AMIRHADI;2;;;
AMIRHAN;3;;;
AMIRHASAN;3;;;
AMIRHASSAN;4;;;
AMIRHOOSHANG;2;;;
AMIRHOSEIN;9;;;
AMIRHOSSEIN;87;;;
AMIRHOSSIN;2;;;
AMIRHUSSAIN;3;;;
AMIRI;21;;;
AMIRJAN;4;;;
AMIRJON;8;;;
AMIRKHAN;8;;;
AMIRKHON;5;;;
AMIRMAHDI;4;;;
AMIRMEHDI;6;;;
AMIRMOHAMMAD;16;;;
AMIRO;4;;;
AMIROUCHE;4;;;
AMIRPASHA;2;;;
AMIRREZA;35;;;
AMIRSALAR;2;;;
AMIRSAM;4;;;
AMIRTAHA;2;;;
AMIRUL;8;;;
AMIRULLAH;2;;;
AMIS;2;;;
AMISA;2;;;
AMISH;4;;;
AMISI;5;;;
AMISSI;4;;;
AMIT;233;;;
AMITABH;4;;;
AMITAV;3;;;
AMITAVA;3;;;
AMITESH;4;;;
AMITH;7;;;
AMITKUMAR;8;;;
AMITOJ;3;;;
AMIYA;2;;;
AMJAD;554;;;
AMJD;9;;;
AMJED;78;;;
AMJID;6;;;
AMKO;4;;;
AMLESOM;11;;;
AMLETO;5;;;
AMLOSOM;4;;;
AMMA;3;;;
AMMAAR;10;;;
AMMAD;12;;;
AMMAN;10;;;
AMMANOEEL;2;;;
AMMANOEL;3;;;
AMMANUEL;19;;;
AMMAR;1 626;;;
AMMARIN;4;;;
AMMER;21;;;
AMMIEL;4;;;
AMMIN;2;;;
AMMIR;4;;;
AMMITZBELL;2;;;
AMMITZBÖLL;5;;;
AMMITZBØLL;3;;;
AMMO;2;;;
AMMORI;2;;;
AMMR;3;;;
AMNAN;2;;;
AMNAT;4;;;
AMNAY;2;;;
AMNEN;3;;;
AMNON;3;;;
AMO;12;;;
AMOAH;3;;;
AMOAKO;9;;;
AMOATENG;2;;;
AMOBI;3;;;
AMOD;5;;;
AMOGH;7;;;
AMOL;31;;;
AMON;76;;;
AMONIOUS;3;;;
AMONTEP;3;;;
AMONTHEP;3;;;
AMOON;2;;;
AMOOR;2;;;
AMOORI;2;;;
AMOOTI;2;;;
AMOR;124;;;
AMORE;11;;;
AMORI;5;;;
AMORIN;2;;;
AMORINO;3;;;
AMORN;5;;;
AMORNRAT;2;;;
AMORNTHEP;4;;;
AMORY;3;;;
AMOS;349;;;
AMOSI;3;;;
AMOU;2;;;
AMOUN;3;;;
AMOUR;10;;;
AMOURI;7;;;
AMOURY;2;;;
AMOZ;3;;;
AMPABENG;2;;;
AMPHON;4;;;
AMPONG;3;;;
AMR;232;;;
AMRAM;3;;;
AMRAN;30;;;
AMRATLAL;3;;;
AMRE;2;;;
AMREEK;2;;;
AMREESH;2;;;
AMRENDRA;2;;;
AMRESH;2;;;
AMRI;7;;;
AMRIK;10;;;
AMRINDER;4;;;
AMRISH;5;;;
AMRIT;23;;;
AMRITH;3;;;
AMRITPAL;11;;;
AMRITZ;2;;;
AMRO;161;;;
AMROLLAH;6;;;
AMRON;2;;;
AMROU;11;;;
AMRU;2;;;
AMRUDDIN;2;;;
AMRUDIN;2;;;
AMRULLAH;13;;;
AMRUSH;2;;;
AMRUT;2;;;
AMRUTH;4;;;
AMRUTLAL;2;;;
AMSAL;4;;;
AMSALLAM;2;;;
AMSALU;4;;;
AMSEL;2;;;
AMSIH;4;;;
AMSINI;3;;;
AMTHAL;3;;;
AMU;4;;;
AMUDHAN;2;;;
AMUL;3;;;
AMUN;4;;;
AMUND;57;;;
AMUNDSEN;2;;;
AMUR;6;;;
AMURI;4;;;
AMUS;5;;;
AMY;7;;;
AMYAR;7;;;
AMYAS;5;;;
AMYR;6;;;
AMZA;6;;;
AMZAD;5;;;
AMZI;2;;;
AMÉDÉE;2;;;
AMÉRICO;15;;;
AN;153;;;
ANA;2;;;
ANAAB;2;;;
ANAAS;7;;;
ANAD;6;;;
ANADANI;2;;;
ANADI;3;;;
ANADIN;6;;;
ANAEFI;2;;;
ANAEL;3;;;
ANAGNOSTIS;2;;;
ANAGO;2;;;
ANAHAT;2;;;
ANAIAH;2;;;
ANAK;2;;;
ANAKIN;249;;;
ANAM;5;;;
ANAMITRA;2;;;
ANAMUL;8;;;
ANAN;47;;;
ANAND;213;;;
ANANDA;62;;;
ANANDAKRISHNAN;2;;;
ANANDAN;2;;;
ANANDH;3;;;
ANANDHAN;2;;;
ANANDO;5;;;
ANANDU;3;;;
ANANE;2;;;
ANANG;2;;;
ANANI;7;;;
ANANIAH;2;;;
ANANIAS;15;;;
ANANIEV;2;;;
ANANIJE;2;;;
ANANIYA;2;;;
ANANT;21;;;
ANANTA;5;;;
ANANTACHAI;6;;;
ANANTH;9;;;
ANANTHA;10;;;
ANANTHAKRISHNA;2;;;
ANANTHAKRISHNAN;4;;;
ANANTHAN;4;;;
ANANTHRAM;2;;;
ANANTHU;5;;;
ANANYA;3;;;
ANAR;59;;;
ANAR-ERDENE;4;;;
ANARGYROS;8;;;
ANAS;1 975;;;
ANAS AHMED;2;;;
ANASER;2;;;
ANASHE;2;;;
ANASIMOS;3;;;
ANASS;50;;;
ANASSE;3;;;
ANASTACIO;3;;;
ANASTAS;9;;;
ANASTASE;3;;;
ANASTASI;2;;;
ANASTASIA;5;;;
ANASTASIE;2;;;
ANASTASIO;10;;;
ANASTASIOS;287;;;
ANASTASIS;6;;;
ANASTASIUS;5;;;
ANASTASOV;2;;;
ANASTASSIOS;17;;;
ANASUL;2;;;
ANAT;6;;;
ANATHOLI;2;;;
ANATHON;5;;;
ANATOL;22;;;
ANATOLE;25;;;
ANATOLEVICH;2;;;
ANATOLEVITJ;2;;;
ANATOLI;41;;;
ANATOLIE;11;;;
ANATOLIEVICH;11;;;
ANATOLII;32;;;
ANATOLIJ;34;;;
ANATOLIJS;20;;;
ANATOLIJUS;4;;;
ANATOLIO;2;;;
ANATOLIOS;2;;;
ANATOLIUS;4;;;
ANATOLIVICH;2;;;
ANATOLIY;20;;;
ANATOLJEVICH;4;;;
ANATOLJEVITJ;6;;;
ANATOLY;34;;;
ANATOLYEVICH;3;;;
ANAV;2;;;
ANAVIN;6;;;
ANAWAT;2;;;
ANAWIN;5;;;
ANAXIMANDRO;2;;;
ANAY;9;;;
ANAYATULLAH;4;;;
ANAYET;2;;;
ANAYO;9;;;
ANAYOCHUKWU;2;;;
ANBAR;6;;;
ANBARASAN;4;;;
ANBARASU;2;;;
ANBASHE;4;;;
ANBAZHAGAN;2;;;
ANBER;7;;;
ANBES;2;;;
ANBESA;6;;;
ANBESAJER;6;;;
ANBESAJR;2;;;
ANBESAW;2;;;
ANBESSA;4;;;
ANBJÖRN;4;;;
ANCHEN;2;;;
ANCHER;3;;;
ANCHERIL;4;;;
ANCIZAR;4;;;
ANCKER;8;;;
AND;2;;;
ANDA;8;;;
ANDAI;2;;;
ANDAM;6;;;
ANDAMAN;8;;;
ANDAN;2;;;
ANDAR;3;;;
ANDARAGE;2;;;
ANDARAS;3;;;
ANDARGACHEW;5;;;
ANDARGE;2;;;
ANDARIOS;3;;;
ANDAT;2;;;
ANDAY;13;;;
ANDAZ;5;;;
ANDE;24;;;
ANDEBERHAN;11;;;
ANDEBIRHAN;3;;;
ANDEBRHAN;56;;;
ANDEHAIMANOT;4;;;
ANDEL;2;;;
ANDELE;2;;;
ANDELIUS;4;;;
ANDELKO;18;;;
ANDELO;5;;;
ANDEMARIAM;38;;;
ANDEMESKEL;9;;;
ANDEMICAEL;3;;;
ANDEMICHAEL;17;;;
ANDEMICHEAL;3;;;
ANDEMIKAEL;4;;;
ANDEMRIAM;2;;;
ANDENET;2;;;
ANDER;102;;;
ANDEREAS;3;;;
ANDERIAS;3;;;
ANDERIOS;3;;;
ANDERMARIAM;2;;;
ANDERO;12;;;
ANDERS;185 529;;;
ANDERS ERIK;5;;;
ANDERS PETTER;4;;;
ANDERS VIKING;2;;;
ANDERS-BERTIL;2;;;
ANDERS-BÖRJE;5;;;
ANDERS-ERIK;8;;;
ANDERS-FREDRIK;3;;;
ANDERS-GÖRAN;2;;;
ANDERS-HENRIK;2;;;
ANDERS-JOHAN;8;;;
ANDERS-MIKAEL;2;;;
ANDERS-OLOF;12;;;
ANDERS-OLOV;4;;;
ANDERS-PETER;7;;;
ANDERS-PETTER;20;;;
ANDERSEN;14;;;
ANDERSERS;3;;;
ANDERSES;25;;;
ANDERSLARS;4;;;
ANDERSON;96;;;
ANDERSPER;2;;;
ANDERSSON;84;;;
ANDERTH;2;;;
ANDERTON;2;;;
ANDERYOS;2;;;
ANDERZ;68;;;
ANDERZEJ;2;;;
ANDES;3;;;
ANDETSION;4;;;
ANDHARAF;3;;;
ANDHIKA;3;;;
ANDHRÉ;2;;;
ANDI;260;;;
ANDIE;16;;;
ANDIL;2;;;
ANDILE;3;;;
ANDIN;50;;;
ANDINET;3;;;
ANDING;2;;;
ANDINO;4;;;
ANDIS;30;;;
ANDISHE;2;;;
ANDIT;11;;;
ANDJEL;3;;;
ANDJELKO;17;;;
ANDJELO;11;;;
ANDKJAER;3;;;
ANDMICHAEL;2;;;
ANDNET;3;;;
ANDO;101;;;
ANDOLF;6;;;
ANDOLIN;2;;;
ANDOM;46;;;
ANDON;33;;;
ANDONI;15;;;
ANDONIO;2;;;
ANDONIS;10;;;
ANDONOV;6;;;
ANDONY;3;;;
ANDOR;149;;;
ANDRA;5;;;
ANDRADE;8;;;
ANDRAE;4;;;
ANDRANIK;26;;;
ANDRAOS;8;;;
ANDRAOUS;3;;;
ANDRAS;221;;;
ANDRAUS;9;;;
ANDRAWES;10;;;
ANDRAWIS;2;;;
ANDRAWOS;11;;;
ANDRAWS;23;;;
ANDRAÉ;3;;;
ANDRE;944;;;
ANDREA;511;;;
ANDREAN;3;;;
ANDREAS;74 210;;;
ANDREASS;3;;;
ANDREASSON;14;;;
ANDREAZ;76;;;
ANDREE;156;;;
ANDREEAS;3;;;
ANDREEV;12;;;
ANDREEVICH;32;;;
ANDREEVITCH;2;;;
ANDREEVITJ;3;;;
ANDREEVITJCH;2;;;
ANDREH;14;;;
ANDREI;1 216;;;
ANDREI-ADRIAN;2;;;
ANDREI-ALEXANDRU;7;;;
ANDREI-ALIN;4;;;
ANDREI-BOGDAN;2;;;
ANDREI-CATALIN;5;;;
ANDREI-CONSTANTIN;2;;;
ANDREI-CRISTIAN;6;;;
ANDREI-DANIEL;3;;;
ANDREI-EDUARD;2;;;
ANDREI-GABRIEL;2;;;
ANDREI-IONUT;3;;;
ANDREI-LUCIAN;2;;;
ANDREI-MARIAN;2;;;
ANDREI-MIHAI;3;;;
ANDREI-OCTAVIAN;2;;;
ANDREI-RAZVAN;2;;;
ANDREI-SORIN;3;;;
ANDREI-VALENTIN;4;;;
ANDREIJ;16;;;
ANDREJ;796;;;
ANDREJA;19;;;
ANDREJAS;3;;;
ANDREJEVICH;2;;;
ANDREJEVITCH;3;;;
ANDREJEVITJ;2;;;
ANDREJS;157;;;
ANDREJUS;19;;;
ANDREO;13;;;
ANDRES;2 159;;;
ANDRESON;2;;;
ANDRETTI;2;;;
ANDREU;7;;;
ANDREUS;7;;;
ANDREV;15;;;
ANDREW;2 475;;;
ANDREWS;14;;;
ANDREY;238;;;
ANDREYEVICH;6;;;
ANDREZ;12;;;
ANDRE´;3;;;
ANDREÁS;3;;;
ANDREÈ;2;;;
ANDREÉ;238;;;
ANDRI;64;;;
ANDRIA;25;;;
ANDRIAN;26;;;
ANDRIANO;5;;;
ANDRIANOS;5;;;
ANDRIAS;29;;;
ANDRIE;6;;;
ANDRIEJ;2;;;
ANDRIEJUS;3;;;
ANDRIEL;2;;;
ANDRIES;33;;;
ANDRIH;3;;;
ANDRII;167;;;
ANDRIJ;5;;;
ANDRIJA;178;;;
ANDRIJAN;8;;;
ANDRIJANO;4;;;
ANDRIJAS;2;;;
ANDRIK;5;;;
ANDRIN;8;;;
ANDRIOS;6;;;
ANDRIS;191;;;
ANDRIT;2;;;
ANDRIUS;232;;;
ANDRIW;2;;;
ANDRIY;68;;;
ANDRIYAS;3;;;
ANDRIYOVYCH;2;;;
ANDRO;113;;;
ANDRONICUS;2;;;
ANDRONIK;2;;;
ANDRONIKOS;3;;;
ANDROS;4;;;
ANDROW;8;;;
ANDRU;5;;;
ANDRUOS;3;;;
ANDRUS;32;;;
ANDRY;19;;;
ANDRYAN;2;;;
ANDRZEI;3;;;
ANDRZEJ;2 533;;;
ANDRZEY;2;;;
ANDRÁS;127;;;
ANDRÈ;22;;;
ANDRÈAS;2;;;
ANDRÈS;5;;;
ANDRÉ;13 671;;;
ANDRÉA;9;;;
ANDRÉAS;2 620;;;
ANDRÉASOV;2;;;
ANDRÉAZ;6;;;
ANDRÉE;588;;;
ANDRÉI;5;;;
ANDRÉJ;5;;;
ANDRÉJEVITJ;2;;;
ANDRÉN;29;;;
ANDRÉS;1 109;;;
ANDRÉUS;3;;;
ANDRÉW;2;;;
ANDRÉZ;8;;;
ANDRÉÉ;2;;;
ANDU;5;;;
ANDUALEM;6;;;
ANDUEL;2;;;
ANDUIN;9;;;
ANDUM;4;;;
ANDUR;2;;;
ANDY;851;;;
ANDY-ROBERT;2;;;
ANDZEJ;15;;;
ANDZEJS;3;;;
ANDÓR;5;;;
ANE;28;;;
ANEEB;3;;;
ANEED;5;;;
ANEEK;2;;;
ANEEL;5;;;
ANEEQ;2;;;
ANEES;33;;;
ANEESH;16;;;
ANEI;2;;;
ANEIRIN;2;;;
ANEIS;2;;;
ANEK;9;;;
ANEL;250;;;
ANELE;2;;;
ANELIO;4;;;
ANELL;9;;;
ANEN;2;;;
ANENYASHA;2;;;
ANER;17;;;
ANES;302;;;
ANESE;2;;;
ANESI;3;;;
ANESS;6;;;
ANEST;2;;;
ANESTI;4;;;
ANESTIS;60;;;
ANEURIN;2;;;
ANEUS;4;;;
ANEWAR;2;;;
ANFIELD;7;;;
ANFIN;2;;;
ANFRED;3;;;
ANFRID;4;;;
ANG;16;;;
ANGAD;6;;;
ANGALI;3;;;
ANGANGA;2;;;
ANGANTYR;56;;;
ANGAR;2;;;
ANGATYR;2;;;
ANGE;47;;;
ANGEL;1 046;;;
ANGELA;5;;;
ANGELANTONIO;2;;;
ANGELBERT;2;;;
ANGELCHO;2;;;
ANGELE;12;;;
ANGELES;4;;;
ANGELETTO;2;;;
ANGELICA;2;;;
ANGELICO;2;;;
ANGELICUS;2;;;
ANGELIN;4;;;
ANGELINA;2;;;
ANGELINO;23;;;
ANGELIOS;3;;;
ANGELIS;3;;;
ANGELITO;9;;;
ANGELIUS;3;;;
ANGELL;7;;;
ANGELLO;15;;;
ANGELMIRO;2;;;
ANGELO;1 575;;;
ANGELOS;263;;;
ANGELOV;37;;;
ANGELUS;12;;;
ANGER;3;;;
ANGERSTEIN;2;;;
ANGESOM;45;;;
ANGHEL;14;;;
ANGHELLO;2;;;
ANGHELO;2;;;
ANGHESOM;13;;;
ANGJELE;2;;;
ANGJELO;6;;;
