;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda män 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
FARAJI;2;-;;
FARAJOLLAH;5;-;;
FARAMARS;2;-;;
FARAMARZ;114;57,7;;
FARAN;10;23;;
FARAND;2;-;;
FARAS;6;-;;
FARASAT;2;-;;
FARAT;2;-;;
FARAY;2;-;;
FARAYDON;4;-;;
FARAYDOON;2;-;;
FARAYDOUN;3;-;;
FARAZ;81;27,9;;
FARAZDAK;2;-;;
FARAZDAQ;5;-;;
FARBOD;40;31,9;;
FARBOUD;3;-;;
FARDAD;8;-;;
FARDEEN;8;-;;
FARDI;7;-;;
FARDIN;109;29,7;;
FARDIS;3;-;;
FARED;16;37,5;;
FAREDIN;7;-;;
FAREDUN;2;-;;
FAREED;37;37,2;;
FAREES;3;-;;
FARES;441;25,1;;
FARÉS;2;-;;
FARESS;5;-;;
FARH;2;-;;
FARHAAN;10;18,9;;
FARHAD;813;40,1;;
FARHAM;6;-;;
FARHAN;415;29,6;;
FARHANG;40;48,8;;
FARHAT;22;44,3;;
FARHOD;7;-;;
FARHOOD;4;-;;
FARHOUD;4;-;;
FARHUD;3;-;;
FARI;8;-;;
FARIAD;2;-;;
FARIBORZ;72;56,2;;
FARIBOURZ;2;-;;
FARIBURZ;2;-;;
FARID;682;41,5;;
FARIDDUN;2;-;;
FARIDON;9;-;;
FARIDOON;15;39,9;;
FARIDUL;2;-;;
FARIDULLAH;12;27,3;;
FARIDUN;5;-;;
FARIED;2;-;;
FARIES;3;-;;
FARIK;5;-;;
FARIS;346;29,7;;
FARIT;2;-;;
FARIVAR;6;-;;
FARIZ;13;31,6;;
FARJAD;2;-;;
FARJAM;4;-;;
FARKAD;11;43,3;;
FARKAS;3;-;;
FARKH;3;-;;
FARKHAD;7;-;;
FARKHAN;2;-;;
FARKHAT;3;-;;
FARKHOD;14;40;;
FARKHODJON;2;-;;
FARMA-AH;2;-;;
FARMAN;50;40,7;;
FARMAZ;3;-;;
FARNAM;7;-;;
FARNOOSH;2;-;;
FARNOUD;2;-;;
FAROGH;7;-;;
FAROK;29;52,1;;
FAROKH;14;56,8;;
FAROOK;13;46,2;;
FAROOQ;58;40,2;;
FAROQ;10;31,6;;
FAROUG;2;-;;
FAROUGH;11;56,1;;
FAROUJ;2;-;;
FAROUJAN;3;-;;
FAROUK;146;39,1;;
FAROUKH;4;-;;
FAROUQ;28;34,3;;
FARQAD;10;35,2;;
FARRAZ;2;-;;
FARRELL;6;-;;
FARRID;3;-;;
FARRIS;2;-;;
FARROKH;24;57,6;;
FARRUH;6;-;;
FARRUKH;47;35,8;;
FARRUKHJON;2;-;;
FARRY;2;-;;
FARS;24;22,8;;
FARSAD;5;-;;
FARSAM;3;-;;
FARSAT;11;44,2;;
FARSHAD;158;40,4;;
FARSHAT;2;-;;
FARSHID;144;46,1;;
FARSHIN;3;-;;
FARTAN;3;-;;
FARTASH;2;-;;
FARUGH;2;-;;
FARUH;2;-;;
FARUK;354;44,7;;
FARUKH;14;33,9;;
FARUQ;14;36,4;;
FARUQUE;2;-;;
FARXAAN;2;-;;
FARXAN;4;-;;
FARYAD;5;-;;
FARYAN;3;-;;
FARYD;2;-;;
FARYDOON;2;-;;
FARYDUN;2;-;;
FARZAD;276;38,9;;
FARZAM;28;31,7;;
FARZAN;31;35,9;;
FARZAND;5;-;;
FARZAT;4;-;;
FARZIN;56;49,1;;
FARZOD;4;-;;
FASEEH;6;-;;
FASIH;8;-;;
FASIKA;4;-;;
FASIL;26;44,6;;
FASSIL;7;-;;
FATAH;40;44,8;;
FATAI;6;-;;
FATALI;2;-;;
FATBARDH;15;32,5;;
FATE;2;-;;
FATEH;60;34,7;;
FATHALLA;2;-;;
FATHALLAH;3;-;;
FATHE;3;-;;
FATHEL;2;-;;
FATHER;2;-;;
FATHI;113;43,2;;
FATHOLLAH;5;-;;
FATHULLA;2;-;;
FATHULLAH;2;-;;
FATHY;9;-;;
FATI;6;-;;
FATIH;273;34,9;;
FATIJON;5;-;;
FATIN;4;-;;
FATION;13;31,8;;
FATIR;2;-;;
FATJON;39;30,7;;
FATLIND;16;23,3;;
FATLIR;2;-;;
FATLJUM;2;-;;
FATLUM;54;27,5;;
FATMI;2;-;;
FATMIR;214;46,2;;
FATOLLAH;2;-;;
FATON;152;37,2;;
FATOS;72;38,6;;
FATTAH;15;47,5;;
FAUD;2;-;;
FAUDIN;2;-;;
FAULUS;4;-;;
FAUST;2;-;;
FAUSTAS;5;-;;
FAUSTIN;13;32,7;;
FAUSTINE;2;-;;
FAUSTINO;9;-;;
FAUSTO;26;49;;
FAUZAN;3;-;;
FAUZI;15;39,9;;
FAVAD;5;-;;
FAVIAN;4;-;;
FAVIO;3;-;;
FAVIOL;2;-;;
FAVLUS;4;-;;
FAVOUR;18;18,6;;
FAWAD;82;27,4;;
FAWAS;6;-;;
FAWAZ;141;37,5;;
FAWSI;8;-;;
FAWWAZ;17;39,7;;
FAWZAN;2;-;;
FAWZE;2;-;;
FAWZI;129;50,9;;
FAWZY;10;45,5;;
FAXE;3;-;;
FAY;2;-;;
FAYAD;22;32,6;;
FAYAN;2;-;;
FAYAS;3;-;;
FAYAZ;35;22,5;;
FAYCAL;25;44,9;;
FAYCEL;3;-;;
FAYE;4;-;;
FAYEGH;2;-;;
FAYEK;9;-;;
FAYEQ;3;-;;
FAYES;6;-;;
FAYEZ;120;41,4;;
FAYIK;12;45,6;;
FAYIQ;3;-;;
FAYIZ;4;-;;
FAYOZ;2;-;;
FAYSAL;171;33,9;;
FAYSEL;2;-;;
FAYSSAL;5;-;;
FAYYAZ;7;-;;
FAYZ;13;33,9;;
FAYZAN;2;-;;
FAYZULLO;5;-;;
FAZAL;36;42,2;;
FAZEL;63;39,6;;
FAZELULLAH;2;-;;
FAZIL;31;44,5;;
FAZL;6;-;;
FAZLE;5;-;;
FAZLI;44;49,7;;
FAZLIDDIN;6;-;;
FAZLIJA;13;40,8;;
FAZLJI;2;-;;
FAZLOLLAH;12;60,1;;
FAZLUL;6;-;;
FAZLULLAH;6;-;;
FAZMI;2;-;;
FAZUL;2;-;;
FEA;2;-;;
FEBIN;3;-;;
FEDA;21;31,7;;
FEDAA;13;34;;
FEDAH;2;-;;
FEDAI;6;-;;
FEDAY;2;-;;
FEDEL;4;-;;
FEDELE;5;-;;
FEDEN;2;-;;
FEDERICO;238;37,1;;
FEDERIKO;2;-;;
FEDHEL;2;-;;
FEDI;5;-;;
FEDIR;4;-;;
FEDJA;16;36,9;;
FEDON;2;-;;
FEDOR;39;25,8;;
FEDRIK;2;-;;
FEDY;3;-;;
FEEYSAL;2;-;;
FEFFE;3;-;;
FEHD;5;-;;
FEHED;8;-;;
FEHIM;68;57;;
FEHMI;175;52,5;;
FEHO;4;-;;
FEHRAT;2;-;;
FEHRET;6;-;;
FEI;35;36,7;;
FEIFEI;2;-;;
FEIHAO;2;-;;
FEIHONG;2;-;;
FEIJA;3;-;;
FEIM;19;46,8;;
FEISAL;56;37,5;;
FEIXIANG;2;-;;
FEIYANG;2;-;;
FEIYU;3;-;;
FEJSAL;5;-;;
FEJZ;2;-;;
FEJZA;5;-;;
FEJZI;6;-;;
FEJZO;4;-;;
FEJZULA;2;-;;
FEJZULLA;4;-;;
FEJZULLAH;4;-;;
FEKADE;2;-;;
FEKADU;13;47,9;;
FEKRAT;2;-;;
FEKRI;11;49,9;;
FELAH;7;-;;
FELAT;3;-;;
FELEG;2;-;;
FELEGE;3;-;;
FELEMEZ;3;-;;
FELICE;6;-;;
FELICIA;6;-;;
FELICIAN;4;-;;
FELICIANO;4;-;;
FELICIEN;4;-;;
FELIKS;55;36,6;;
FELIKSAS;2;-;;
FELIKSS;2;-;;
FELIMON;2;-;;
FELINO;2;-;;
FELIP;3;-;;
FELIPE;481;30,8;;
FELIPPE;8;-;;
FELIX;12 445;19,8;;
FÉLIX;55;22,2;;
FÈLIX;2;-;;
FELIXZ;2;-;;
FELLE;2;-;;
FELMON;4;-;;
FELOBATIR;2;-;;
FELOPATER;3;-;;
FELOPATIR;2;-;;
FELTON;2;-;;
FEMI;18;43,7;;
FEMIJA;5;-;;
FENAN;8;-;;
FENER;4;-;;
FENG;52;44,1;;
FENGLIN;2;-;;
FENGYANG;3;-;;
FENGYI;2;-;;
FENGYU;3;-;;
FENGYUAN;4;-;;
FENGZHEN;2;-;;
FENIX;89;10,4;;
FENKIL;4;-;;
FENKL;2;-;;
FENRIR;3;-;;
FENRIS;10;8,2;;
FENTON;4;-;;
FEODOR;5;-;;
FERAD;3;-;;
FERAH;6;-;;
FERAIDON;5;-;;
FERAIDOON;3;-;;
FERAS;462;36,6;;
FERASS;2;-;;
FERAT;60;38;;
FERAZ;4;-;;
FERDA;2;-;;
FERDAOS;4;-;;
FERDAUS;7;-;;
FERDAWS;15;16,9;;
FERDI;88;36,9;;
FERDIA;2;-;;
FERDIAN;2;-;;
FERDIJAN;7;-;;
FERDIN;3;-;;
FERDINAND;186;32,4;;
FERDINANDO;11;57,2;;
FERDINANT;4;-;;
FERDINARD;2;-;;
FERDO;5;-;;
FERDOS;4;-;;
FERDOUS;13;34,8;;
FERDOWS;5;-;;
FERDUN;5;-;;
FERDUS;3;-;;
FERDY;3;-;;
FEREC;2;-;;
FEREDE;2;-;;
FEREG;2;-;;
FEREIDON;13;64,1;;
FEREIDOON;22;61,2;;
FEREIDOUN;16;64,6;;
FEREJ;12;37,3;;
FEREJDON;2;-;;
FERENC;305;61,7;;
FERENCE;3;-;;
FERENCZ;15;57,3;;
FERES;6;-;;
FEREYDON;9;-;;
FEREYDOON;13;50,6;;
FEREYDOUN;13;62,8;;
FERGAL;5;-;;
FERGAN;2;-;;
FERGUS;20;31,1;;
FERHAD;42;35;;
FERHAN;25;37,6;;
FERHAT;218;34,2;;
FERHENG;3;-;;
FERI;9;-;;
FERID;136;52,2;;
FERIDON;18;59,5;;
FERIDOON;7;-;;
FERIDOUN;7;-;;
FERIDUN;23;44,9;;
FERIK;4;-;;
FERIS;2;-;;
FERIT;79;47,5;;
FERIZ;31;55,8;;
FERJAD;2;-;;
FERKI;28;47,6;;
FERKO;3;-;;
FERMAN;24;33;;
FERMIN;12;46,2;;
FERNAN;2;-;;
FERNAND;9;-;;
FERNANDO;703;45,4;;
FERNEY;3;-;;
FEROZ;27;34,7;;
FEROZE;2;-;;
FERRAN;16;32,2;;
FERRARI;2;-;;
FERRE;2;-;;
FERRI;3;-;;
FERRUCCIO;7;-;;
FERRY;23;39,7;;
FERSAD;2;-;;
FERSAN;2;-;;
FERSAT;2;-;;
FERUCIO;2;-;;
FERUCO;3;-;;
FERUDUN;2;-;;
FERUZ;10;27,9;;
FERUZKHON;2;-;;
FERY;2;-;;
FERYAD;3;-;;
FERYAT;5;-;;
FERYDOON;2;-;;
FERYDOUN;2;-;;
FERZAD;2;-;;
FERZAT;4;-;;
FERZENDE;4;-;;
FESAHA;2;-;;
FESAHAYE;5;-;;
FESAL;7;-;;
FESEHA;4;-;;
FESEHAYE;2;-;;
FESHA;4;-;;
FESIH;5;-;;
FESSAHAYE;2;-;;
FESSEHA;3;-;;
FESSEHAYE;8;-;;
FESSHAYE;2;-;;
FESTIM;37;28,9;;
FESTON;2;-;;
FESTUS;24;44,6;;
FETA;5;-;;
FETAH;17;52,2;;
FETAJ;2;-;;
FETEWI;2;-;;
FETHAWI;3;-;;
FETHI;50;49,2;;
FETHULLAH;8;-;;
FETHY;2;-;;
FETI;16;49,4;;
FETIH;3;-;;
FETIHI;2;-;;
FETRATULLAH;2;-;;
FETSUM;5;-;;
FETTULLAH;2;-;;
FETWI;2;-;;
FEVZI;59;50,1;;
FEWZI;2;-;;
FEXHRI;2;-;;
FEYMI;2;-;;
FEYSAL;64;28,2;;
FEYSEL;6;-;;
FEYYAZ;8;-;;
FEYZI;11;42,5;;
FEYZOLLAH;2;-;;
FEYZULA;2;-;;
FEYZULLAH;11;37,6;;
FHAD;2;-;;
FHANOR;2;-;;
FHILIP;57;22,3;;
FHMI;4;-;;
FIACRE;4;-;;
FIAZ;7;-;;
FIDA;28;29;;
FIDAA;8;-;;
FIDAIM;19;34,8;;
FIDAN;118;34,7;;
FIDDE;10;46,5;;
FIDEL;94;35,1;;
FIDÉL;2;-;;
FIDELE;11;30,5;;
FIDELIS;11;40,3;;
FIDELIX;2;-;;
FIDER;2;-;;
FIDON;2;-;;
FIELDEN;2;-;;
FIERAS;2;-;;
FIETE;5;-;;
FIGARO;22;9,9;;
FIGGE;83;20,7;;
FIGO;22;17,5;;
FIIFI;2;-;;
FIKADU;14;41;;
FIKAK;3;-;;
FIKER;3;-;;
FIKIR;2;-;;
FIKRAT;10;48,5;;
FIKRE;14;44,6;;
FIKREMARIAM;5;-;;
FIKRET;249;54,4;;
FIKREY;2;-;;
FIKREYESUS;4;-;;
FIKRI;96;57,9;;
FIKRU;4;-;;
FILARET;2;-;;
FILBERT;2;-;;
FILEMON;35;20,4;;
FILI;2;-;;
FILIB;5;-;;
FILIBERTO;4;-;;
FILIMON;139;26,7;;
FILIP;20 600;21,9;;
FILIPE;77;34,7;;
FILIPH;200;25;;
FILIPO;3;-;;
FILIPOS;12;30,4;;
FILIPP;42;25,8;;
FILIPPAS;4;-;;
FILIPPE;6;-;;
FILIPPO;111;30,6;;
FILIPPOS;94;19,9;;
FILIPPUS;4;-;;
FILIPS;10;34,9;;
FILIT;3;-;;
FILLE;5;-;;
FILLIP;9;-;;
FILLIPOS;3;-;;
FILLMON;2;-;;
FILMON;315;29,5;;
FILOBATIR;5;-;;
FILOMENO;3;-;;
FILOPATEER;2;-;;
FILOPATIR;5;-;;
FILOTAS;3;-;;
FILS;2;-;;
FIN;4;-;;
FINAN;22;18,3;;
FINAS;4;-;;
FINBAR;6;-;;
FINBARR;3;-;;
FIND;4;-;;
FINDLAY;3;-;;
FINDUS;23;13;;
FINEAS;6;-;;
FINGAL;31;32,6;;
FINHAS;11;22,4;;
FINI;2;-;;
FINIX;3;-;;
FINJAS;2;-;;
FINLAY;13;13,4;;
FINLEY;32;8,1;;
FINN;1 036;34,9;;
FINNAN;2;-;;
FINNBOGI;5;-;;
FINNEGAN;5;-;;
FINN-ERIK;2;-;;
FINNIAN;4;-;;
FINNLEY;6;-;;
FINNUR;5;-;;
FINOT;2;-;;
FINS;3;-;;
FINTAN;4;-;;
FIO;2;-;;
FIODAR;4;-;;
FIODOR;3;-;;
FION;3;-;;
FIONN;8;-;;
FIORENZO;5;-;;
FIRANBON;3;-;;
FIRAOL;6;-;;
FIRAS;620;37,5;;
FIRASS;10;34,1;;
FIRAT;231;31;;
FIRAZ;19;38;;
FIRDAUS;6;-;;
FIRDAVS;21;28,3;;
FIRDEUS;2;-;;
FIRDOUS;3;-;;
FIRDOVSI;3;-;;
FIREW;2;-;;
FIRMIN;3;-;;
FIROMSA;6;-;;
FIROOZ;21;55,1;;
FIROUZ;23;49,8;;
FIROZ;35;36,3;;
FIRUDIN;3;-;;
FIRUZ;10;25,1;;
FIRYAD;3;-;;
FIRZAT;2;-;;
FISAHA;4;-;;
FISAHAYE;2;-;;
FISAL;18;42;;
FISEHA;5;-;;
FISEHATSION;2;-;;
FISEHAYE;2;-;;
FISHA;2;-;;
FISHALE;4;-;;
FISHATSION;6;-;;
FISHAYE;3;-;;
FISNIK;108;34,6;;
FISSAHA;2;-;;
FISSAL;2;-;;
FISSEHA;8;-;;
FISSEHAYE;2;-;;
FISSHA;4;-;;
FISSHAYE;3;-;;
FISTON;10;26,3;;
FISTUM;2;-;;
FITHAWI;14;22,6;;
FITHI;5;-;;
FITIM;143;36,1;;
FITOR;2;-;;
FITSUM;100;38;;
FITSUMBERHAN;2;-;;
FITWI;10;39,5;;
FITZGERALD;3;-;;
FIVEL;2;-;;
FIVOS;7;-;;
FIZAN;2;-;;
FJALAR;19;57,1;;
FJODOR;50;18,6;;
FJODORS;5;-;;
FJORALB;2;-;;
FJORD;5;-;;
FJÖLNIR;3;-;;
FKADU;8;-;;
FKRE;3;-;;
FLAKRIM;6;-;;
FLAKRON;6;-;;
FLAMUR;134;34;;
FLAVIAN;2;-;;
FLAVIANO;2;-;;
FLAVIEN;3;-;;
FLAVIO;73;38,9;;
FLÁVIO;7;-;;
FLAVIU;6;-;;
FLAVIUS;22;21,3;;
FLAVJO;2;-;;
FLEMING;23;54,4;;
FLEMMING;267;64,4;;
FLETCHER;2;-;;
FLEURY;6;-;;
FLIMON;9;-;;
FLINT;6;-;;
FLIPOS;3;-;;
FLJAMUR;5;-;;
FLJORIM;5;-;;
FLJURIM;2;-;;
FLOGERT;3;-;;
FLOKE;21;4,2;;
FLOKI;6;-;;
FLOR;5;-;;
FLORA;2;-;;
FLORAND;2;-;;
FLOREA;7;-;;
FLOREAL;2;-;;
FLOREAN;8;-;;
FLOREN;2;-;;
FLORENC;10;36,9;;
FLORENCE;3;-;;
FLORENCIO;8;-;;
FLORENS;15;8,9;;
FLORENT;127;29,3;;
FLORENTIN;32;39,4;;
FLORENTINO;7;-;;
FLORENZ;3;-;;
FLORI;11;15,7;;
FLORIAN;632;23,6;;
FLÓRIÁN;3;-;;
FLORIANT;2;-;;
FLORIBERT;2;-;;
FLORID;2;-;;
FLORIEN;2;-;;
FLORIJAN;24;30,8;;
FLORIM;77;38;;
FLORIN;341;42,5;;
FLORIN-ALEXANDRU;2;-;;
FLORIN-CLAUDIU;2;-;;
FLORIN-COSTEL;2;-;;
FLORIN-CRISTIAN;3;-;;
FLORIND;3;-;;
FLORIN-DANIEL;2;-;;
FLORINEL;10;39,1;;
FLORIN-IONUT;5;-;;
FLORINO;2;-;;
FLORIN-OVIDIU;2;-;;
FLORIN-ROBERT;2;-;;
FLORION;2;-;;
FLORIS;24;24,4;;
FLORJAN;18;28,5;;
FLORY;3;-;;
FLOYD;55;27,7;;
FLURIM;17;43,6;;
FLURIN;3;-;;
FLUTURIM;4;-;;
FLYNN;47;11,2;;
FNAN;47;19,2;;
FNANN;2;-;;
FNOT;6;-;;
FOAAD;22;30;;
FOAD;117;42,9;;
FOAT;3;-;;
FODAY;29;36,8;;
FODE;6;-;;
FOED;2;-;;
FOFANA;2;-;;
FOIVOS;9;-;;
FOK;2;-;;
FOKION;3;-;;
FOKKE;2;-;;
FOLAD;6;-;;
FOLKE;3 825;40,4;;
FOLKERT;3;-;;
FOLMER;5;-;;
FOLOBATIR;2;-;;
FON;2;-;;
FONG;7;-;;
FONS;2;-;;
FONZI;2;-;;
FONZIE;4;-;;
FOO;2;-;;
FOOAD;2;-;;
FOOK;2;-;;
FOOSI;5;-;;
FORAD;2;-;;
FORAS;2;-;;
FORAT;43;24,7;;
FORD;13;18;;
FOREST;8;-;;
FORHAD;2;-;;
FORKAN;3;-;;
FOROMSA;2;-;;
FOROZAN;2;-;;
FORQAN;3;-;;
FORREST;12;35,3;;
FORSAN;2;-;;
FORTUNATO;5;-;;
FORTUNE;6;-;;
FOSCO;2;-;;
FOSI;2;-;;
FOSTER;3;-;;
FOTI;5;-;;
FOTIOS;88;46,4;;
FOTIS;8;-;;
FOTO;2;-;;
FOUAAD;6;-;;
FOUAD;502;45,2;;
FOUD;4;-;;
FOUDIL;2;-;;
FOUED;14;46,6;;
FOURAT;5;-;;
FOUZI;25;46;;
FOWAD;5;-;;
FOWAZ;3;-;;
FOWSI;9;-;;
FOWZI;8;-;;
FOX;24;17,1;;
FOZAN;3;-;;
FOZI;7;-;;
FOZILJON;2;-;;
FOZZI;2;-;;
FRAIDON;9;-;;
FRAIDOON;12;32,8;;
FRAIDUN;2;-;;
FRAJ;2;-;;
FRALLAN;3;-;;
FRAN;17;21,8;;
FRANC;63;62,1;;
FRANCE;3;-;;
FRANCES;2;-;;
FRANCESC;20;38,3;;
FRANCESCO;359;39,1;;
FRANCESK;2;-;;
FRANCESKO;4;-;;
FRANCH;2;-;;
FRANCHESCO;2;-;;
FRANCHESKO;2;-;;
FRANCI;3;-;;
FRANCIS;566;25,4;;
FRANCISC;25;58,5;;
FRANCISCO;813;46,1;;
FRANCISCO JAVIER;5;-;;
FRANCISCO-JAVIER;5;-;;
FRANCISCUS;45;60,3;;
FRANCISKUS;2;-;;
FRANCISZEK;130;25,6;;
FRANCK;82;41,4;;
FRANCO;216;41,6;;
FRANCOIS;136;45,8;;
FRANÇOIS;38;42,1;;
FRANCOIS-XAVIER;2;-;;
FRANCY;2;-;;
FRANDS;2;-;;
FRANE;10;42,6;;
FRANEK;7;-;;
FRANG;2;-;;
FRANJA;4;-;;
FRANJO;87;59,4;;
FRANK;6 518;29,3;;
FRANK-ALLAN;2;-;;
FRANKE;87;8,3;;
FRANKI;2;-;;
FRANKIE;65;24,1;;
FRANK-JOHAN;2;-;;
FRANKLIN;157;25,5;;
FRANKLINE;2;-;;
FRANKLY;2;-;;
FRANKLYN;12;41,9;;
FRANK-MICHAEL;2;-;;
FRANKO;38;41,2;;
FRANK-OLOF;3;-;;
FRANKY;7;-;;
FRANO;17;53,1;;
FRANS;4 793;17,4;;
FRANS OSCAR;2;-;;
FRANS OSKAR;2;-;;
FRANSES;2;-;;
FRANS-GUSTAV;3;-;;
FRANS-GÖRAN;2;-;;
FRANSIS;6;-;;
FRANSISCO;15;30,5;;
FRANSISCUS;3;-;;
FRANS-LUKAS;2;-;;
FRANS-MARTIN;2;-;;
FRANSO;3;-;;
FRANS-OSKAR;3;-;;
FRANS-OTTO;2;-;;
FRANTISEK;48;62,5;;
FRANTS;6;-;;
FRANTZ;11;30,5;;
FRANZ;562;39,2;;
FRANZ-ERIK;2;-;;
FRANZI;2;-;;
FRANZ-JOSEF;5;-;;
FRAS;4;-;;
FRASER;21;39,1;;
FRASHER;2;-;;
FRASSE;34;21,9;;
FRAT;9;-;;
FRAWSEN;2;-;;
FRAY;2;-;;
FRAZ;6;-;;
FRAZER;2;-;;
FRAZZE;3;-;;
FRE;3;-;;
FRED;2 312;32,5;;
FRED-ARNE;2;-;;
FREDD;30;39,5;;
FREDDAN;2;-;;
FREDDE;10;37,9;;
FREDDI;38;42;;
FREDDIE;744;34;;
FREDDY;890;42,9;;
FREDE;17;51,7;;
FREDERIC;157;45,7;;
FRÉDERIC;8;-;;
FRÉDÉRIC;95;43,7;;
FREDERICH;2;-;;
FREDERICK;189;43,8;;
FRÉDÉRICK;2;-;;
FREDERICO;22;34,7;;
FREDERIK;396;40,9;;
FRED-ERIK;3;-;;
FRÉDÉRIK;2;-;;
FREDERIKUS;2;-;;
FREDH;13;47,1;;
FREDHY;3;-;;
FREDI;16;47,3;;
FREDIAN;4;-;;
FREDIE;4;-;;
FREDIRICK;2;-;;
FREDIS;4;-;;
FREDJ;4;-;;
FREDMAN;5;-;;
FREDO;2;-;;
FREDON;2;-;;
FREDRIC;1 549;40,8;;
FRÉDRIC;3;-;;
FREDRICH;47;44,4;;
FREDRICK;424;40,6;;
FREDRICO;4;-;;
FREDRIK;51 830;42,1;;
FREDRIKA;2;-;;
FREDRIKH;2;-;;
FREDRIQ;3;-;;
FREDY;59;45,8;;
FREDYS;2;-;;
FRED-ÅKE;3;-;;
FREE;2;-;;
FREED;7;-;;
FREEDOM;7;-;;
FREEK;4;-;;
FREEMAN;2;-;;
FREERK;4;-;;
FREHIWET;3;-;;
FREI;8;-;;
FREIDON;8;-;;
FREIDUN;2;-;;
FREIJ;7;-;;
FREJ;956;14,1;;
FREJA;18;25;;
FREJDON;3;-;;
FREJVID;7;-;;
FREKE;15;16,3;;
FRENDY;3;-;;
FRENK;2;-;;
FRENKI;3;-;;
FRENNE;6;-;;
FRESELAM;9;-;;
FRESKIM;4;-;;
FREW;3;-;;
FREY;62;16,8;;
FREYA;9;-;;
FREYDON;3;-;;
FREYR;22;19,8;;
FREYSTEINN;2;-;;
FREZGHI;17;42,5;;
FREZGI;18;34,2;;
FRHAD;9;-;;
FRHAN;4;-;;
FRI;2;-;;
FRIA;3;-;;
FRIAD;4;-;;
FRID;11;42,8;;
FRIDA;7;-;;
FRIDAY;17;46,2;;
FRIDE;65;26,1;;
FRIDEN;4;-;;
FRIDIAN;8;-;;
FRIDJON;3;-;;
FRIDOLF;69;18,6;;
FRIDOLIN;5;-;;
FRIDON;8;-;;
FRIDOON;5;-;;
FRIDRIK;10;47,9;;
FRIDTJOF;8;-;;
FRIEDEL;3;-;;
FRIEDEMANN;6;-;;
FRIEDER;6;-;;
FRIEDHELM;10;65,4;;
FRIEDRICH;99;69,1;;
FRIEDRICH-WILHELM;3;-;;
FRIGGE;2;-;;
FRIGYES;6;-;;
FRIMAN;2;-;;
FRIMANN;2;-;;
FRIMODIGS;2;-;;
FRIPPE;6;-;;
FRISO;4;-;;
FRITHIOF;16;24,8;;
FRITHJOF;11;50,6;;
FRITIOF;118;30,3;;
FRITJOF;104;34;;
FRITS;65;68,6;;
FRITTE;12;42,6;;
FRITZ;693;66,5;;
FRITZ-GÖRAN;3;-;;
FRODE;323;24,8;;
FRÓÐI;2;-;;
FRODO;4;-;;
FROILAN;5;-;;
FROK;2;-;;
FRON;3;-;;
FROST;15;51,9;;
FROST ANDERS;2;-;;
FROSTE;15;20,7;;
FROSTEN;2;-;;
FROSTI;6;-;;
FROYLAN;2;-;;
FRU;2;-;;
FRUCTUOSO;2;-;;
FRUNZE;2;-;;
FRYA;3;-;;
FRYAD;7;-;;
FRYDERYK;10;27,8;;
FRYLE;2;-;;
FRÄNK;3;-;;
FSAHA;3;-;;
FSAHAYE;4;-;;
FSEHA;3;-;;
FSHA;4;-;;
FSHALE;3;-;;
FSHATSION;3;-;;
FSHAYE;6;-;;
FTHAWI;21;20,4;;
FTHI;4;-;;
FTIWI;2;-;;
FTSUM;15;36,8;;
FTSUMBRHAN;2;-;;
FTWI;14;40;;
FU;17;53,7;;
FUAAD;37;38,5;;
FUAD;435;39,9;;
FUAT;109;45,6;;
FUFA;2;-;;
FUJIO;2;-;;
FUK;2;-;;
FULGENCIO;2;-;;
FULIN;2;-;;
FULTON;2;-;;
FULVIO;9;-;;
FUMIO;6;-;;
FUN;3;-;;
FUNG;3;-;;
FUNOT;3;-;;
FUOAD;5;-;;
FURAHA;2;-;;
FURAS;2;-;;
FURAT;32;32;;
FURIO;5;-;;
FURKAN;164;18,5;;
FURKAT;12;38,5;;
FURQAAN;2;-;;
FURQAN;25;24,4;;
FUSEINI;2;-;;
FUSHENG;2;-;;
FUTSUM;41;38,7;;
FUWEI;2;-;;
FUXI;2;-;;
FUYANG;3;-;;
FUYAO;2;-;;
FUYOU;2;-;;
FUZAIL;2;-;;
FUZI;2;-;;
FUZULI;2;-;;
FUZUM;5;-;;
FWAZ;3;-;;
FÜLÖP;2;-;;
FYNN;18;17,7;;
FYODOR;2;-;;
FÄRES;3;-;;
FÄRID;2;-;;
G;3;-;;
GAAFAR;5;-;;
GABAR;8;-;;
GABBE;7;-;;
GABBRIEL;2;-;;
GABE;2;-;;
GABER;15;38,7;;
GABI;193;41,4;;
GABIE;6;-;;
GABIN;4;-;;
GABINUS;3;-;;
GABOR;255;53,4;;
GÁBOR;127;41,4;;
GABOW;2;-;;
GABR;2;-;;
GABRA;2;-;;
GABRAEIL;3;-;;
GABRAEL;3;-;;
GABRAIEL;13;23,5;;
GABRAIL;28;53,9;;
GABREAL;3;-;;
GABREEL;7;-;;
GABREIL;8;-;;
GABREL;3;-;;
GABRIAL;6;-;;
GABRIEL;13 047;19,8;;
GABRIÉL;13;22,9;;
GABRIËL;2;-;;
GABRÍEL;6;-;;
GABRIEL-ALEXANDRU;3;-;;
GABRIEL-CONSTANTIN;3;-;;
GABRIEL-COSMIN;2;-;;
GABRIELE;107;31,7;;
GABRIEL-FLORIN;2;-;;
