;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda kvinnor 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
APRIL;84;25,3;;
APRILIA;108;13,4;;
APRILLA;2;-;;
APRILLIA;3;-;;
APSORN;2;-;;
APURVA;9;-;;
AQDAS;7;-;;
AQEEDAT;2;-;;
AQELA;12;42,5;;
AQELEH;2;-;;
AQIDA;2;-;;
AQILA;25;35,8;;
AQILAH;3;-;;
AQILEH;2;-;;
AQLIMA;2;-;;
AQSA;50;21,4;;
AQUILA;2;-;;
AQUILINA;2;-;;
AQVELINA;4;-;;
AQVILINA;2;-;;
AR;2;-;;
ARA;40;33,3;;
ARAA;5;-;;
ARABA;2;-;;
ARABEL;2;-;;
ARABELA;11;34,6;;
ARABELLA;24;23;;
ARABELLE;3;-;;
ARABIA;4;-;;
ARABO;9;-;;
ARACELI;31;41,7;;
ARACELIS;3;-;;
ARACELLY;6;-;;
ARACELY;17;29,5;;
ARACELYS;2;-;;
ARADHANA;9;-;;
ARADHNA;2;-;;
ARADHYA;8;-;;
ARAFA;18;37,4;;
ARAFAT;11;43,1;;
ARAFO;12;21,1;;
ARAGSAN;28;13,5;;
ARAH;2;-;;
ARAKS;4;-;;
ARAKSAN;7;-;;
ARAKSI;4;-;;
ARAKSYA;6;-;;
ARALIA;3;-;;
ARAM;42;31,6;;
ARAMATA;2;-;;
ARAME;3;-;;
ARAMEA;3;-;;
ARAMESH;3;-;;
ARAMIA;8;-;;
ARAMIDE;2;-;;
ARAMINTA;2;-;;
ARAMIS;5;-;;
ARAMITA;2;-;;
ARAMYA;3;-;;
ARAN;8;-;;
ARANI;2;-;;
ARANKA;38;63,2;;
ARANRAT;2;-;;
ARANSHI;6;-;;
ARANTXA;11;27;;
ARANTZA;3;-;;
ARANTZAZU;3;-;;
ARANYA;27;42,2;;
ARANZA;4;-;;
ARANZAZU;11;47,3;;
ARÁNZAZU;2;-;;
ARAP;3;-;;
ARARAT;2;-;;
ARAS;6;-;;
ARASA;2;-;;
ARASTEH;3;-;;
ARATHY;2;-;;
ARATI;2;-;;
ARATRIKA;3;-;;
ARAVINDA;2;-;;
ARAWAN;4;-;;
ARAX;5;-;;
ARAXI;9;-;;
ARAXIE;2;-;;
ARAXIN;3;-;;
ARAXY;2;-;;
ARAYA;41;32,1;;
ARAZ;14;40;;
ARAZO;26;27,3;;
ARAZOO;10;35,8;;
ARAZOW;2;-;;
ARAZU;7;-;;
ARAZW;4;-;;
ARBA;13;21,8;;
ARBAB;2;-;;
ARBANA;13;28,4;;
ARBAY;3;-;;
ARBEEL;2;-;;
ARBELEENA;2;-;;
ARBELINA;7;-;;
ARBELLA;8;-;;
ARBENITA;77;29,9;;
ARBENORA;2;-;;
ARBERESHA;11;28,1;;
ARBËRESHA;3;-;;
ARBERESHE;2;-;;
ARBERIE;2;-;;
ARBERITA;3;-;;
ARBERORE;2;-;;
ARBESA;19;24,5;;
ARBI;3;-;;
ARBIA;5;-;;
ARBIL;3;-;;
ARBIN;2;-;;
ARBINA;4;-;;
ARBNESHA;9;-;;
ARBNESHE;2;-;;
ARBNORA;57;28,3;;
ARBNORE;31;34,9;;
ARBONA;4;-;;
ARBORA;2;-;;
ARBRESA;3;-;;
ARBRESHA;49;29,8;;
ARBRESHE;2;-;;
ARBRESHË;2;-;;
ARBRIJE;2;-;;
ARBRORA;2;-;;
ARBRORE;5;-;;
ARBULENA;2;-;;
ARCADIA;4;-;;
ARCELI;6;-;;
ARCELIA;4;-;;
ARCELIE;3;-;;
ARCELLY;2;-;;
ARCHA;4;-;;
ARCHALOS;2;-;;
ARCHALOUS;2;-;;
ARCHANA;71;38,2;;
ARCHITA;4;-;;
ARCHONTO;2;-;;
ARDA;19;35,9;;
ARDEA;4;-;;
ARDELINA;2;-;;
ARDEN;5;-;;
ARDIANA;100;33,8;;
ARDIANE;5;-;;
ARDIJANA;24;31,9;;
ARDINA;4;-;;
ARDIS;8;-;;
ARDITA;118;33,5;;
ARDITE;8;-;;
ARDITË;2;-;;
ARDITH;2;-;;
ARDO;55;50,3;;
AREA;2;-;;
AREE;41;53,4;;
AREEB;3;-;;
AREEBA;36;14,2;;
AREEBAH;2;-;;
AREEDA;2;-;;
AREEG;8;-;;
AREEJ;139;31,3;;
AREEN;26;16,7;;
AREERAT;20;42;;
AREESHA;22;9,9;;
AREEWAN;4;-;;
AREEYA;17;29,1;;
AREEZ;2;-;;
AREFA;15;39;;
AREFAT;4;-;;
AREFE;13;45,7;;
AREFEH;17;37,7;;
AREG;8;-;;
AREGASH;6;-;;
AREIG;2;-;;
AREJ;15;26,8;;
AREK;6;-;;
ARELA;4;-;;
ARELI;4;-;;
ARELIS;6;-;;
ARELLA;3;-;;
ARELY;4;-;;
ARELYS;2;-;;
AREN;8;-;;
ARENA;2;-;;
ARENI;3;-;;
ARES;3;-;;
ARESEMA;2;-;;
ARESHA;4;-;;
ARET;2;-;;
ARETA;3;-;;
ARETHA;9;-;;
ARETI;39;36,1;;
ARETINA;2;-;;
AREVIK;13;21;;
AREYAM;2;-;;
AREZ;14;23,3;;
AREZO;168;28,5;;
AREZOO;116;37,9;;
AREZOU;61;37,7;;
AREZU;22;28,2;;
AREZZO;3;-;;
ARFA;29;15,8;;
ARFAH;4;-;;
ARFI;2;-;;
ARFON;6;-;;
ARGELIA;3;-;;
ARGENIS;3;-;;
ARGENTINA;7;-;;
ARGHAVAN;25;25,7;;
ARGHAWAN;5;-;;
ARGIRO;9;-;;
ARGIROULA;2;-;;
ARGJENDA;4;-;;
ARGJENTA;3;-;;
ARGJENTINA;2;-;;
ARGJIRA;3;-;;
ARGJIRO;2;-;;
ARGNESA;3;-;;
ARGWAN;3;-;;
ARGYRI;5;-;;
ARGYRO;21;34,9;;
ARHA;2;-;;
ARHAM;3;-;;
ARHET;6;-;;
ARI;12;41,1;;
ARIA;216;9,9;;
ARÍA;2;-;;
ARIADNA;41;24,6;;
ARIADNE;37;12,6;;
ARIADNI;21;23,2;;
ARIAGNA;2;-;;
ARIAH;3;-;;
ARIAM;143;15,2;;
ARIAN;20;37,8;;
ARIANA;546;14,6;;
ARIANAH;2;-;;
ARIANDA;3;-;;
ARIANE;85;40,5;;
ARIANISA;2;-;;
ARIANITA;6;-;;
ARIANN;5;-;;
ARIANNA;130;20,5;;
ARIANNE;25;34,2;;
ARIBA;14;17,2;;
ARIBELLA;2;-;;
ARICA;2;-;;
ARICH;2;-;;
ARICHA;2;-;;
ARIDA;3;-;;
ARIDJ;4;-;;
ARIDONA;5;-;;
ARIE;2;-;;
ARIEL;148;13,1;;
ARÍEL;2;-;;
ARIELA;18;17;;
ARIELE;7;-;;
ARIELLA;85;14,4;;
ARIELLE;76;20,7;;
ARIENNE;4;-;;
ARIET;4;-;;
ARIETA;20;37,1;;
ARIETTA;2;-;;
ARIETTE;4;-;;
ARIFA;91;41,3;;
ARIFE;53;46,2;;
ARIFUN;2;-;;
ARIG;8;-;;
ARIHA;3;-;;
ARIIA;2;-;;
ARIINA;3;-;;
ARIJ;72;29;;
ARIJA;13;42,8;;
ARIJANA;123;31,2;;
ARIJANITA;2;-;;
ARIJE;4;-;;
ARIJETA;44;38,2;;
ARIJOLA;4;-;;
ARIKA;10;14,8;;
ARILDA;2;-;;
ARILENA;6;-;;
ARIM;3;-;;
ARIMAN;2;-;;
ARIMUN;2;-;;
ARIN;131;14,8;;
ARINA;246;20,5;;
ARINAS;2;-;;
ARINE;7;-;;
ARINNA;3;-;;
ARIOLA;19;14,9;;
ARIONA;16;12,4;;
ARIRAT;2;-;;
ARIS;2;-;;
ARISA;81;27,2;;
ARISARA;22;36,8;;
ARISEMA;2;-;;
ARISH;2;-;;
ARISHA;43;9,9;;
ARISSA;9;-;;
ARISSARA;8;-;;
ARISTA;5;-;;
ARISTEA;19;38;;
ARISTEJA;2;-;;
ARISTITA;2;-;;
ARISTOULA;2;-;;
ARITA;28;32,2;;
ARITSARA;7;-;;
ARIUN;3;-;;
ARIUNAA;13;45,1;;
ARIUNBILEG;2;-;;
ARIUNGEREL;2;-;;
ARIUNGOO;2;-;;
ARIUNJARGAL;15;34,6;;
ARIUNSAIKHAN;2;-;;
ARIUNSONDOR;2;-;;
ARIUNTSETSEG;3;-;;
ARIUNTUNGALAG;4;-;;
ARIUNTUYA;8;-;;
ARIUNZAYA;12;26,4;;
ARIUNZUL;5;-;;
ARIVAN;10;29,4;;
ARIYA;36;21;;
ARIYAM;5;-;;
ARIYAN;2;-;;
ARIYANA;8;-;;
ARIZA;4;-;;
ARIZO;3;-;;
ARIZONA;14;15,4;;
ARJA;761;67,1;;
ARJA LIISA;2;-;;
ARJA-LEENA;3;-;;
ARJA-LIISA;5;-;;
ARJAN;4;-;;
ARJANA;38;31,9;;
ARJANITA;9;-;;
ARJELA;2;-;;
ARJETA;113;32,6;;
ARJETE;3;-;;
ARJETË;2;-;;
ARJIN;16;10,4;;
ARJOLA;13;30,3;;
ARJONA;5;-;;
ARJUAN;2;-;;
ARJUMAND;2;-;;
ARJWAN;5;-;;
ARKAN;7;-;;
ARKHAWAN;4;-;;
ARLA;21;68;;
ARLEEN;4;-;;
ARLEN;10;37,4;;
ARLENA;8;-;;
ARLENE;83;45,4;;
ARLÉNE;3;-;;
ARLETA;30;47,2;;
ARLETH;2;-;;
ARLETT;5;-;;
ARLETTA;11;53,9;;
ARLETTE;35;44,5;;
ARLETTY;2;-;;
ARLI;3;-;;
ARLIN;4;-;;
ARLINA;4;-;;
ARLINDA;184;30,5;;
ARLINDE;2;-;;
ARLINE;4;-;;
ARLISA;2;-;;
ARLIYA;2;-;;
ARLYN;13;43,1;;
ARMA;6;-;;
ARMAGAN;2;-;;
ARMAGHAN;27;30,2;;
ARMANA;13;17,3;;
ARMANDA;23;27,3;;
ARMANDINA;2;-;;
ARMANI;2;-;;
ARMANTA;2;-;;
ARMEEN;3;-;;
ARMELA;19;26,7;;
ARMELINA;2;-;;
ARMELINDA;3;-;;
ARMELLE;6;-;;
ARMENA;2;-;;
ARMENDA;2;-;;
ARMENOHI;5;-;;
ARMENUHI;14;47,6;;
ARMI;143;67;;
ARMIDA;20;23;;
ARMIE;3;-;;
ARMIG;2;-;;
ARMIIDA;2;-;;
ARMIKA;2;-;;
ARMILDE;3;-;;
ARMIN;7;-;;
ARMINA;101;32;;
ARMINDA;10;45,5;;
ARMINE;51;39;;
ARMINÉ;3;-;;
ARMINEH;6;-;;
ARMIRA;3;-;;
ARMISH;6;-;;
ARMITA;81;20,4;;
ARMONIE;2;-;;
ARNA;46;40,5;;
ARNADA;2;-;;
ARNAVI;2;-;;
ARNDIS;3;-;;
ARNÉ;2;-;;
ARNELA;159;31,5;;
ARNELLA;5;-;;
ARNESA;13;28,7;;
ARNETA;2;-;;
ARNETTE;2;-;;
ARNEVI;4;-;;
ARNHILD;17;72,5;;
ARNI;2;-;;
ARNICA;2;-;;
ARNIE;2;-;;
ARNIKA;19;12,2;;
ARNISA;11;18,3;;
ARNITA;4;-;;
ARNOLDA;2;-;;
ARNY;2;-;;
ÁRNÝ;2;-;;
AROA;11;21,5;;
AROBA;2;-;;
AROCHA;2;-;;
AROHA;2;-;;
AROHI;10;6,6;;
AROKEY;2;-;;
AROM;6;-;;
ARON;6;-;;
ARONA;8;-;;
ARONIA;5;-;;
AROOB;4;-;;
AROOBA;4;-;;
AROOJ;26;22,6;;
AROON;4;-;;
AROOSA;8;-;;
AROOSH;9;-;;
AROOSHA;6;-;;
ARORA;2;-;;
ÁRÓRA;3;-;;
AROSH;2;-;;
AROSHA;5;-;;
AROUA;3;-;;
AROUB;2;-;;
AROUBA;5;-;;
AROUSH;10;6,1;;
AROZO;7;-;;
ARPANA;7;-;;
ARPAPORN;5;-;;
ARPHON;2;-;;
ARPI;8;-;;
ARPIK;3;-;;
ARPINE;27;37,2;;
ARPITA;36;29,7;;
ARPITHA;6;-;;
ARPORN;13;52,4;;
ARPY;3;-;;
ARRA;3;-;;
ARRAYA;3;-;;
ARREEYA;2;-;;
ARRIETTY;3;-;;
ARRINA;2;-;;
ARRIRAT;2;-;;
ARRIS;2;-;;
ARRISA;2;-;;
ARRITA;5;-;;
ARRIYA;2;-;;
ARRWA;2;-;;
ARSA;8;-;;
ARSALA;3;-;;
ARSEIMA;4;-;;
ARSELA;2;-;;
ARSEMA;252;11,6;;
ARSENIA;2;-;;
ARSH;5;-;;
ARSHA;4;-;;
ARSHAD;3;-;;
ARSHALOS;2;-;;
ARSHALUYS;2;-;;
ARSHDEEP;6;-;;
ARSHI;8;-;;
ARSHIA;14;27,8;;
ARSHIDA;8;-;;
ARSHIKA;3;-;;
ARSHIN;3;-;;
ARSHINA;2;-;;
ARSHIYA;15;15,3;;
ARSIA;2;-;;
ARSIDA;3;-;;
ARSIEMA;64;12,9;;
ARSIJANA;2;-;;
ARSILA;3;-;;
ARSILDA;3;-;;
ARSIMA;3;-;;
ARSINE;3;-;;
ARSINEH;2;-;;
ARSINOI;2;-;;
ARSOLA;2;-;;
ARTA;198;29,7;;
ARTE;2;-;;
ARTEMI;3;-;;
ARTEMIDA;2;-;;
ARTEMIS;103;19;;
ARTEMISA;10;28,4;;
ARTEMISIA;6;-;;
ARTEMIZ;2;-;;
ARTENISA;4;-;;
ARTESA;3;-;;
ARTHI;5;-;;
ARTHITAYA;3;-;;
ARTHITIYA;2;-;;
ARTHITTAYA;3;-;;
ARTI;19;36,4;;
ARTINA;33;19,3;;
ARTIOLA;20;20;;
ARTIONA;2;-;;
ARTITAYA;2;-;;
ARTJOLA;3;-;;
ARTONE;2;-;;
ARTORA;2;-;;
ARTY;2;-;;
ARUA;3;-;;
ARUBA;3;-;;
ARUCHA;2;-;;
ARUL;3;-;;
ARULSELVI;2;-;;
ARUM;2;-;;
ARUN;14;50,8;;
ARUNA;31;40,4;;
ARUNDHATI;4;-;;
ARUNE;10;31,1;;
ARUNEE;47;49,3;;
ARUNI;7;-;;
ARUNIKA;2;-;;
ARUNIMA;10;36,2;;
ARUNNEE;3;-;;
ARUNOTHAI;3;-;;
ARUNRAT;14;43,5;;
ARUNSRI;3;-;;
ARUNWAN;4;-;;
ARUNYA;2;-;;
ARUS;5;-;;
ARUSHA;3;-;;
ARUSHI;13;21,4;;
ARUSYAK;2;-;;
ARUVI;2;-;;
ARUZO;4;-;;
ARVA;3;-;;
ARVAN;2;-;;
ARVEE;2;-;;
ARVEN;16;8,7;;
ARVIDA;13;11,5;;
ARVIE;2;-;;
ARVIN;10;17,3;;
ARVINA;4;-;;
ARWA;223;22,9;;
ARWAA;7;-;;
ARWAAH;2;-;;
ARWAD;4;-;;
ARWAH;4;-;;
ARWEN;138;10,6;;
ARWI;2;-;;
ARWIN;4;-;;
ARWO;2;-;;
ARWYN;2;-;;
ARXHIRA;2;-;;
ARY;2;-;;
ARYA;203;9,7;;
ARYAHI;2;-;;
ARYAM;106;9,4;;
ARYAN;24;33,9;;
ARYANA;35;16,5;;
ARYANI;3;-;;
ARYANNA;3;-;;
ARYEL;2;-;;
ARYET;3;-;;
ARYM;2;-;;
ARYNA;4;-;;
ARZA;7;-;;
ARZANA;6;-;;
ARZE;2;-;;
ARZEMINA;3;-;;
ARZHEEN;2;-;;
ARZHIN;2;-;;
ARZI;8;-;;
ARZIE;3;-;;
ARZIJA;23;56,9;;
ARZIJE;12;50,3;;
ARZO;31;28,3;;
ARZOO;17;31,3;;
ARZU;135;37,4;;
ARZUM;5;-;;
ARZUMANA;2;-;;
ARZYGUL;4;-;;
ASA;16;30,1;;
ÁSA;4;-;;
ASAAL;2;-;;
ASAD;2;-;;
ASAKO;6;-;;
ASAL;195;20,1;;
ASALA;11;25,7;;
ASALAH;3;-;;
ASALEH;2;-;;
ASALEYA;2;-;;
ASALIA;2;-;;
ASALL;3;-;;
ASALSADAT;2;-;;
ASALYA;3;-;;
ASAMI;6;-;;
ASAN;4;-;;
ASANA;7;-;;
ASANAT;3;-;;
ASANDA;2;-;;
ASANTEWAA;2;-;;
ASAR;2;-;;
ASARA;2;-;;
ASATA;2;-;;
ASAWER;13;26;;
ASAYEL;2;-;;
ASBJÖRG;8;-;;
ASBJØRG;2;-;;
ÁSBJÖRG;2;-;;
ASCALU;2;-;;
ASCENSION;3;-;;
ASCIA;2;-;;
ASDIS;13;41,8;;
ÁSDIS;2;-;;
ÁSDÍS;7;-;;
ASEA;3;-;;
ASEEL;281;25;;
ASEENAT;2;-;;
ASEES;5;-;;
ASEFA;6;-;;
ASEFASH;10;64,6;;
ASEFEH;6;-;;
ASEGEDECH;4;-;;
ASEL;74;16,1;;
ASELEFECH;2;-;;
ASELLE;2;-;;
ASEMA;6;-;;
ASEMAN;2;-;;
ASEN;2;-;;
ASENA;37;14,2;;
ASENAT;33;9,9;;
ASENATH;4;-;;
ASET;9;-;;
ASFA;4;-;;
ASFIA;2;-;;
ASFIYA;2;-;;
ASGEDET;3;-;;
ÁSGERDUR;3;-;;
ASGHEDET;3;-;;
ASGJERD;2;-;;
ASH;11;16,9;;
ASHA;639;40,8;;
ASHAL;4;-;;
ASHAN;3;-;;
ASHANI;2;-;;
ASHANTI;17;9,7;;
ASHANTY;4;-;;
ASHAR;3;-;;
ASHARUN;2;-;;
ASHELEY;2;-;;
ASHELY;3;-;;
ASHER;2;-;;
ASHFA;2;-;;
ASHFIYA;5;-;;
ASHGAN;3;-;;
ASHI;7;-;;
ASHIA;4;-;;
ASHIKA;3;-;;
ASHILDUR;2;-;;
ASHIMA;4;-;;
ASHIN;8;-;;
ASHINA;2;-;;
ASHJAN;7;-;;
ASHKHEN;3;-;;
ASHLEE;8;-;;
ASHLEIGH;9;-;;
ASHLESHA;2;-;;
ASHLEY;170;25,1;;
ASHLI;2;-;;
ASHLY;3;-;;
ASHLYN;3;-;;
ASHMA;2;-;;
ASHMI;3;-;;
ASHMITA;4;-;;
ASHMITHA;4;-;;
ASHNA;45;33;;
ASHNEET;2;-;;
ASHO;119;31,1;;
ASHORENA;2;-;;
ASHORINA;16;23,9;;
ASHOURINA;2;-;;
ASHRA;2;-;;
ASHRAF;71;63,2;;
ASHRAFA;5;-;;
ASHRAFALSADAT;4;-;;
ASHRAFI;5;-;;
ASHRAFOLSADAT;5;-;;
ASHRAFOSADAT;2;-;;
ASHRAFSADAT;2;-;;
ASHRAFUN;2;-;;
ASHRAKAT;3;-;;
ASHRAQ;2;-;;
ASHRITA;2;-;;
ASHRITHA;2;-;;
ASHTAR;16;30,9;;
ASHTE;4;-;;
ASHTI;44;46;;
ASHTON;6;-;;
ASHTY;7;-;;
ASHU;5;-;;
ASHURA;7;-;;
ASHURINA;11;21,8;;
ASHVINI;3;-;;
ASHVITHA;2;-;;
ASHWAAQ;5;-;;
ASHWAG;5;-;;
ASHWAGH;3;-;;
ASHWAK;39;45;;
ASHWAQ;66;42;;
ASHWIKA;2;-;;
ASHWINI;56;34;;
ASI;3;-;;
ASIA;378;28,2;;
ASIAH;8;-;;
ASIAT;8;-;;
ASIBA;5;-;;
ASIBE;3;-;;
ASIE;3;-;;
ASIEH;20;49,8;;
ASIET;2;-;;
ASIFA;30;39,9;;
ASIFIWE;3;-;;
ASIIA;4;-;;
ASIILI;4;-;;
ASIISA;2;-;;
ASIJA;60;33,4;;
ASIJE;7;-;;
ASIL;157;20,2;;
ASILA;18;25,3;;
ASILAH;2;-;;
ASILI;5;-;;
ASILIA;3;-;;
ASIMA;105;59,1;;
ASIMENIA;3;-;;
ASIMINA;19;37,9;;
ASIMO;2;-;;
ASINA;13;25,9;;
ASINAT;46;7,3;;
ASINET;2;-;;
ASIO;4;-;;
ASISA;5;-;;
ASITA;2;-;;
ASIYA;254;16,1;;
ASIYAH;76;7,8;;
ASIYAT;8;-;;
ASIYE;66;46,6;;
ASIYEH;11;28,7;;
ASIYO;12;23,4;;
ASJA;81;11,7;;
ASKA;17;19,4;;
ASKAL;2;-;;
ASKALE;10;41,4;;
ASKALEMARIAM;2;-;;
ASKALU;33;50,6;;
ASKAR;2;-;;
ASKER;2;-;;
ASKIM;3;-;;
ASKIN;6;-;;
ASKJA;2;-;;
ASKOL;2;-;;
ASLA;4;-;;
ASLAM;7;-;;
ASLAUG;27;76,4;;
ÁSLAUG;2;-;;
ASLI;200;32,9;;
ASLIANA;2;-;;
ASLIGÜL;2;-;;
ASLIHAN;23;31,2;;
ASLIM;19;53,2;;
ASLINUR;3;-;;
ASLY;3;-;;
ASLÖG;23;77,9;;
ASMA;983;26,8;;
ASMA´A;5;-;;
ASMAA;709;30,7;;
ASMÁA;2;-;;
ASMABAI;2;-;;
ASMAE;43;36;;
ASMAET;3;-;;
ASMAH;10;29,4;;
ASMAHAN;95;44,1;;
ASMAIT;38;32,6;;
ASMAIYT;2;-;;
ASMAN;4;-;;
ASMANUR;3;-;;
ASMAR;31;50,6;;
ASMARA;9;-;;
ASMARAT;5;-;;
ASMARET;2;-;;
ASMAT;7;-;;
ASMAUL;3;-;;
ASMAYIT;2;-;;
ASMAYT;15;24,2;;
ASMER;2;-;;
ASMERA;2;-;;
ASMERET;157;42,1;;
ASMHAN;8;-;;
ASMI;6;-;;
ASMIDA;2;-;;
ASMIK;7;-;;
ASMILA;2;-;;
ASMIN;79;9,3;;
ASMINA;9;-;;
ASMIRA;44;39,6;;
ASMITA;17;28,7;;
ASMMA;5;-;;
ASMO;34;15,7;;
ASNA;6;-;;
ASNAD;2;-;;
ASNAKECH;3;-;;
ASNAKETCH;2;-;;
ASNAKU;2;-;;
ASNAT;3;-;;
ASNATE;2;-;;
ASNATH;2;-;;
ASNIJA;4;-;;
ASO;9;-;;
ASODA;2;-;;
ASOKA;5;-;;
ASOS;2;-;;
ASOUM;3;-;;
ASPASIA;26;44,6;;
ASPEN;8;-;;
ASRA;138;14,4;;
ASRAA;64;33,6;;
ASRAH;6;-;;
ASRAR;14;36,6;;
ASREEN;2;-;;
ASRI;2;-;;
ASRIA;3;-;;
ASRIJE;2;-;;
ASRIN;42;25,8;;
ASRUN;3;-;;
ÁSRÚN;2;-;;
ASSA;6;-;;
ASSAL;50;19,1;;
ASSALA;6;-;;
ASSALAH;6;-;;
ASSALL;2;-;;
ASSARINA;11;25,9;;
ASSATA;2;-;;
ASSATOU;2;-;;
ASSE;3;-;;
ASSEEL;6;-;;
ASSEFASH;2;-;;
ASSEL;20;23,9;;
ASSETOU;2;-;;
ASSEY;2;-;;
ASSI;9;-;;
ASSIA;90;33,6;;
ASSIAT;2;-;;
ASSIATA;2;-;;
ASSIATOU;3;-;;
ASSIE;4;-;;
ASSIEH;2;-;;
ASSIL;30;15,9;;
ASSILA;3;-;;
ASSIMA;2;-;;
ASSIMENIA;3;-;;
ASSINAT;3;-;;
ASSITA;3;-;;
ASSITAN;3;-;;
ASSIYA;9;-;;
ASSIYAH;2;-;;
ASSIYAM;3;-;;
ASSIYE;4;-;;
ASSJA;2;-;;
ASSL;2;-;;
ASSMA;18;33,1;;
ASSMAA;13;33,1;;
ASSMAHAN;2;-;;
ASSRA;5;-;;
ASSRAR;3;-;;
ASSRIN;3;-;;
ASSUMPTA;3;-;;
ASSUNTA;4;-;;
ASSUNTINA;3;-;;
ASSY;4;-;;
ASSYA;4;-;;
ASSYRIA;5;-;;
ASTA;2554;65,8;;
ÁSTA;9;-;;
ASTAHIL;5;-;;
ASTA-MAJ;3;-;;
ASTAR;2;-;;
ASTARA;2;-;;
ASTEAR;2;-;;
ASTELA;3;-;;
ASTELLA;2;-;;
ASTER;286;43,4;;
ASTERA;39;16,4;;
ASTERAH;2;-;;
ASTFIK;2;-;;
ASTGHEK;2;-;;
ASTGHIK;12;39,7;;
ASTHA;12;41,3;;
ASTHILDUR;3;-;;
ÁSTHILDUR;2;-;;
ASTHRID;2;-;;
ASTI;11;41,2;;
ASTIER;16;40;;
ASTINA;3;-;;
ASTINE;2;-;;
ASTIR;3;-;;
ASTORIA;2;-;;
ASTOU;15;33,5;;
ASTRA;32;38,2;;
ASTRAEA;2;-;;
ASTREA;4;-;;
ASTRI;90;43,1;;
ASTRID;16184;36,9;;
ASTRID MARIA;2;-;;
ASTRIDA;4;-;;
ASTRIDAH;2;-;;
ASTRIDE;2;-;;
ASTRIDH;3;-;;
ASTRIE;2;-;;
ASTRIK;2;-;;
ÁSTRÓS;2;-;;
ASTRUD;2;-;;
ASTUR;6;-;;
ASU;2;-;;
ASUDA;2;-;;
ASUDE;8;-;;
ASUKA;10;35,9;;
ASUMAN;37;47,4;;
ASUNCION;5;-;;
ASUNTA;4;-;;
ASWAAN;4;-;;
ASWAD;3;-;;
ASWAN;21;26,5;;
ASWATHI;8;-;;
ASWATHY;13;30,5;;
ASWINI;7;-;;
ASWITHA;2;-;;
ASYA;171;18,4;;
ASYAT;3;-;;
ASYE;3;-;;
ASYEH;3;-;;
ASYEL;2;-;;
ATA;10;37,7;;
ATAA;11;36,6;;
ATAB;2;-;;
ATAF;2;-;;
ATAKLTI;3;-;;
ATALIA;8;-;;
ATALYA;3;-;;
ATANASIA;5;-;;
ATANASKA;5;-;;
ATAR;2;-;;
ATARA;3;-;;
ATARAH;2;-;;
ATARED;2;-;;
ATARID;2;-;;
ATAYA;2;-;;
ATCHARA;20;44,2;;
ATCHARAPORN;5;-;;
ATCHARAWADEE;3;-;;
ATCHARAWAN;4;-;;
ATCHAREE;2;-;;
ATCHAREEYA;2;-;;
ATCHARIYA;3;-;;
ATCHARIYAPORN;2;-;;
ATCHIMA;3;-;;
ATDHETARE;2;-;;
ATE;2;-;;
ATEA;10;29,3;;
ATEFA;35;29;;
ATEFAH;3;-;;
ATEFE;29;27,8;;
ATEFEH;136;35,7;;
ATEIA;3;-;;
ATEKA;12;37,9;;
ATEKE;2;-;;
ATEKEH;3;-;;
ATENA;115;20;;
ATHALIA;6;-;;
ATHANASIA;74;40,8;;
ATHANASIE;3;-;;
ATHANASSIA;9;-;;
ATHAR;23;33,9;;
ATHARI;7;-;;
ATHEA;9;-;;
ATHEER;3;-;;
ATHEERAH;2;-;;
ATHENA;387;12,6;;
ATHÉNA;5;-;;
ATHENE;4;-;;
ATHER;3;-;;
ATHICHA;5;-;;
ATHIEL;2;-;;
ATHILIA;2;-;;
ATHINA;161;34,4;;
ATHINÁ;4;-;;
ATHINAT;2;-;;
ATHINNA;2;-;;
ATHIR;4;-;;
ATHIRA;17;28,7;;
ATHISA;2;-;;
ATHITAYA;6;-;;
ATHITIYA;3;-;;
ATHITTAYA;7;-;;
ATHIYA;2;-;;
ATHMAR;13;42,1;;
ATHOR;4;-;;
ATHOUR;2;-;;
ATHRA;43;33,3;;
ATHRAA;50;37,7;;
ATHRIN;4;-;;
ATHULYA;8;-;;
ATI;4;-;;
ATIA;38;47,2;;
ATIAF;6;-;;
ATIAH;4;-;;
ATIANA;8;-;;
ATICHA;2;-;;
ATIDA;4;-;;
ATIDAL;3;-;;
ATIDJA;2;-;;
ATIDJE;3;-;;
ATIDTAYA;2;-;;
ATIDZA;4;-;;
ATIDZE;9;-;;
ATIE;22;64,3;;
ATIEH;21;50,3;;
ATIENO;2;-;;
ATIFA;61;38,4;;
ATIFAH;2;-;;
ATIFE;3;-;;
ATIFET;2;-;;
ATIFETE;13;46,8;;
ATIGA;2;-;;
ATIKA;46;34,9;;
ATIKAH;6;-;;
ATIKE;4;-;;
ATILIA;4;-;;
ATIM;2;-;;
ATIN;3;-;;
ATINA;61;22;;
ATINUKE;4;-;;
ATINUT;2;-;;
ATIPA;3;-;;
ATIQA;14;27,4;;
ATISA;2;-;;
ATITAYA;4;-;;
ATITTAYA;2;-;;
ATIXHE;3;-;;
ATIYA;43;50,2;;
ATIYAH;2;-;;
ATIYE;54;59;;
ATIYEH;10;35,8;;
